Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Мыло Курносики 90г туалетное (арт. 40409) ;10.0;13.83;20.0;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; БС. РУ ООО;Россия
Носовые платки Амелия N10 детские ;20.0;4.23;6.0;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Целтекс Русс ООО;Россия
Прокл.Натали нормал софт N10 б/крыл (арт.А-10) ;37.0;22.61;33.0;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Гигиена - сервис ООО;Россия
Слабилен капли 0.75% 15мл ;2.0;104.28;149.0;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Лэнс-Фарм ООО;Россия
Стрепсилс таб N16 лимон(б/сахара) ;1.0;157.23;224.0;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Рекитт Бенкизер Хелскэр Интернешнл Лтд.;Великобритания
Темпалгин таб п/пл/о N20 ;5.0;77.86;110.0;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Софарма АО;Болгария
Шприц однораз  2мл 2-х комп с имп.иглой ;100.0;1.74;2.5;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Стерин ЗАО;Россия
Элеутерококк эк-т 50мл (инд уп-ка) ;3.0;26.87;38.0;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Камелия НПП;Россия
БОРНОЙ КИСЛОТЫ Р-Р СПИРТОВОЙ 3% 25МЛ ФЛ ;15.0;6.15;9.0;2015-02-10 00:00:00.00;ООО "Фармпартнер"; ГИППОКРАТ ООО;РОССИЯ
БОРО ПЛЮС КРЕМ ЗЕЛЕНЫЙ 25Г ;5.0;36.04;51.0;2015-02-10 00:00:00.00;ООО "Фармпартнер"; ЭМАМИ ЛИМИТЕД;ИНДИЯ
БРИЛЛИАНТОВЫЙ ЗЕЛЕНЫЙ СПИРТ Р-Р 1% 10МЛ ВИНТ КРЫШ ;20.0;5.83;8.5;2015-02-10 00:00:00.00;ООО "Фармпартнер"; КЕМЕРОВСКАЯ ФАРМ ФАБРИКА;РОССИЯ
ИНДОМЕТАЦИН СОФАРМА ТАБ 25МГ №30 ;3.0;22.05;31.0;2015-02-10 00:00:00.00;ООО "Фармпартнер"; СОФАРМА АО;БОЛГАРИЯ
МЕЗИМ ФОРТЕ ТАБ №20 ;10.0;65.72;78.4;2015-02-10 00:00:00.00;ООО "Фармпартнер"; БЕРЛИН-ХЕМИ АГ;ГЕРМАНИЯ
ОРТОФЕНА МАЗЬ 2% 30Г ;5.0;37.1;53.0;2015-02-10 00:00:00.00;ООО "Фармпартнер"; ВЕРТЕКС ЗАО;РОССИЯ
ПАНКРЕАТИН-ЛЕКТ ТАБ КИШЕЧНОРАСТВ. №60 ;5.0;27.25;33.7;2015-02-10 00:00:00.00;ООО "Фармпартнер"; ТЮМЕНСКИЙ ХФЗ ОАО;РОССИЯ
ТОКОФЕРОЛА  АЦЕТАТ Р-Р 10 %  В МАСЛЕ 20 МЛ ФЛ ;2.0;19.08;27.0;2015-02-10 00:00:00.00;ООО "Фармпартнер"; САМАРАМЕДПРОМ;РОССИЯ
ФОРТРАНС ПОР 64Г №4 ;1.0;476.63;571.1;2015-02-10 00:00:00.00;ООО "Фармпартнер"; БОФУР ИПСЕН;ФРАНЦИЯ
ЦИТРАМОН П ТАБ №10 ;30.0;4.56;6.5;2015-02-10 00:00:00.00;ООО "Фармпартнер"; ИРБИТСКИЙ ХФЗ ОАО;РОССИЯ
ЭНАЛАПРИЛ ТАБ 5МГ №20 ;10.0;5.97;7.3;2015-02-10 00:00:00.00;ООО "Фармпартнер"; БИОСИНТЕЗ ОАО;РОССИЯ
ЭНТЕРОФУРИЛ КАПС. 100МГ №30 ;1.0;256.25;365.0;2015-02-10 00:00:00.00;ООО "Фармпартнер"; БОСНАЛЕК;БОСНИЯ И ГЕРЦЕГ
Аспирин Кардио табл. п/о кишечнораств. 300мг N20 Германия ;2.0;72.05;85.9;2015-02-10 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Bayer Bitterfald GmbH;Германия
Бромгексин др. 8мг N25 Германия ;10.0;83.16;118.0;2015-02-10 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Berlin-Chemie AG/Menarini Group;Германия
Вобэнзим табл. п/о кишечнораств. N200 Германия ;1.0;1473.12;2070.0;2015-02-10 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Mucos Emulsions GmbH;Германия
Канефрон Н др. N60 Германия ;3.0;327.58;463.0;2015-02-10 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Bionorica SE;Германия
Нокспрей спрей назальн. 0.5мг/мл фл. 20мл Украина ;1.0;110.33;156.0;2015-02-10 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Сперко Украина;Украина
Тенотен табл. д/рассас. N40 Россия ;1.0;148.5;210.0;2015-02-10 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Материа Медика Холдинг НПФ ООО;Россия
Луковый шампунь с комплексом витаминов фл. 150мл Россия ;10.0;59.47;84.0;2015-02-10 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Мирра;Россия
Луковый шампунь с экстрактом корня репейника фл 150мл Россия ;15.0;61.95;88.0;2015-02-10 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Мирролла ООО;Россия
MERRIES ПОДГУЗНИКИ-ТРУСИКИ ДЕТ 15-28КГ/XXL N26 ;2.0;1196.25;1206.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Kao Corporation;Япония
АНАФЕРОН N20 ТАБЛ Д/РАССАС ;1.0;145.42;205.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Материа Медика Холдинг НПФ ООО;Россия
Апизартрон мазь 20г;1.0;153.89;212.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
АЦИКЛОВИР 0,2 N20 ТАБЛ ;3.0;17.6;21.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Татхимфармпрепараты ОАО;Россия
БАНЕОЦИН 20,0 МАЗЬ ;1.0;270.71;376.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Мерк КГаА унд Ко. / Сандоз ГмбХ;Австрия
БИОПАРОКС 125МКГ/ИНГ 400ИНГ 10МЛ АЭРОЗОЛЬ ;1.0;411.62;575.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Эгис Фармацевтический завод ОАО;Венгрия
БЛЕФАРОГЕЛЬ-2 ГЕЛЬ Д/ФИЗИОТЕРАПИИ ВЕК 15,0 ;1.0;138.49;139.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Гельтек-Медика ООО;Россия
Бронхолитин 125мл сироп;3.0;58.85;80.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Гербион сироп подорожника 150мл фл. Б М;2.0;203.17;282.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ДИАЗОЛИН 0,1 N10 ДРАЖЕ ;10.0;44.33;65.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Валента Фармацевтика;Россия
Долобене гель 50г туба;1.0;253.99;352.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Дюспаталин ретард  200мг №30 капс.;1.0;386.98;464.2;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ДЮФАЛАК 0,667/МЛ 200МЛ ФЛАК СИРОП ;2.0;264.99;318.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Эбботт Биолоджикалз Б.В.;Нидерланды
Кардикет ретард  40мг №20 тб.;1.0;89.1;106.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
КРУЖКА ЭСМАРХА РЕЗИНОВАЯ КР АЛЬФА-3 ;1.0;125.62;164.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Объединение Альфапластик;Россия
ЛЕВОМЕКОЛЬ 40,0 МАЗЬ ;15.0;73.81;103.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Нижфарм ОАО;Россия
ЛИДОКАИН-ВИАЛ 10% 38,0 ФЛАК СПРЕЙ Д/МЕСТ/НАРУЖ ;1.0;316.47;379.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Цзевим Фармасьютикал(Шандунь) Ко.Лтд;Китай
ОФЛОМЕЛИД 30,0 МАЗЬ ;2.0;81.62;117.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Синтез АКОМПиИ;Россия
РЕЗАЛЮТ ПРО N30 КАПС ;1.0;414.15;580.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Каталент Германия Эбербах ГмбХ;Германия
РЕМАНТАДИН 0,05 N20 ТАБЛ ;5.0;40.04;55.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Биохимик;Россия
РИНОНОРМ 0,1% 15МЛ НАЗ СПРЕЙ ;5.0;56.54;70.6;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Меркле ГмбХ;Германия
САЛЬБУТАМОЛ 100МКГ/ДОЗА 200ДОЗ 12МЛ АЭРОЗОЛЬ ;1.0;133.98;164.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Биннофарм;Россия
ТИЗИН КСИЛО 0,1% 10МЛ ФЛАК СПРЕЙ НАЗАЛ ДОЗИР ;3.0;92.62;112.1;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фамар Орлеан;Франция
ТРОКСЕРУТИН 2% 25,0 ГЕЛЬ ;15.0;23.54;32.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Биохимик;Россия
ТРОМБО АСС 0,05 N28 ТАБЛ П/О ;10.0;40.15;50.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Г.Л. Фарма ГмбХ/Ланнахер Хайльмиттель ГмбХ;Австрия
ТРОМБО АСС 0,1 N28 ТАБЛ П/О ;5.0;45.87;56.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Г.Л. Фарма ГмбХ/Ланнахер Хайльмиттель ГмбХ;Австрия
Флоксал 0,3% глазная мазь 3г туба;1.0;222.86;224.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Хилак форте 100мл Германия;1.0;404.03;575.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ЦИННАРИЗИН 0,025 N50 ТАБЛ ;3.0;21.56;30.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фарма  АД;Болгария
Эссенциале Н форте 300мг №30 капс.;2.0;491.15;678.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
AMRA ДИСКИ ВАТНЫЕ КОСМЕТИЧ N50+30% ;5.0;25.61;32.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Бумфа ГРУПП;Россия
AURA САЛФЕТКИ ВЛАЖ Д/ИНТИМ ГИГИЕНЫ N15 ;20.0;14.3;20.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Коттон Клаб ООО;Россия
NATURELLA ПРОКЛАДКИ NORMAL С КРЫЛ N10 ;5.0;50.66;69.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Проктер энд Гембл Украина;Украина
БАРХАТНЫЕ РУЧКИ КРЕМ УВЛАЖНЯЮЩИЙ Д/РУК 80МЛ ;5.0;33.74;45.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; КАЛИНА ОАО;Россия
Помада гигиеническая Облепиховая 2,8;10.0;18.6;25.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Бандаж абдоминал. трикотажно-эластичный бкп-унга супер р.6 ;5.0;274.56;390.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Тонус ОАО/Протек-СВМ;Россия
Бандаж абдоминал. трикотажно-эластичный бкп-унга супер р.8 ;5.0;278.74;399.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Тонус ОАО/Протек-СВМ;Россия
Бандаж абдоминал. трикотажно-эластичный бкп-унга универсал р.7 ;5.0;280.17;399.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Тонус ОАО/Протек-СВМ;Россия
Бинт липкий проницаемый ( бинтли - т ) 10см х 200см ;150.0;45.54;65.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Пальма ТОО;Россия
Галазолин 0,1% фл. 10мл ;5.0;30.69;38.4;2015-02-10 00:00:00.00;ЗАО "Протек"; Polfa Warsaw;Польша
Дексаметазон-виал р-р д/ин. 4мг/1мл амп. 1мл №25 ;1.0;160.93;196.8;2015-02-10 00:00:00.00;ЗАО "Протек"; Си Эс Пи Си Оуи Фармасьютикал Ко.Лтд;Китай
Диоксидин р-р д/внутриполостного и нар. прим. 10мг/мл амп. 5мл №10 ;3.0;291.39;415.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Новосибхимфарм;Россия
Имодиум таб. д/рассас. 2мг №6 ;5.0;140.47;170.4;2015-02-10 00:00:00.00;ЗАО "Протек"; Janssen-Cilag S.p.A;Италия
Капотен таб. 25мг №28 ;3.0;120.67;146.1;2015-02-10 00:00:00.00;ЗАО "Протек"; Акрихин;Россия
Кеторол таб. п/о. 10мг №20 ;10.0;37.62;46.9;2015-02-10 00:00:00.00;ЗАО "Протек"; Dr. Reddy's lab.;Индия
Корвалол таб. №20 ;10.0;100.87;144.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Фарма Старт ООО;Украина
Левомицетин капли глазные 0.25% (фл-капельницы полимерные) 10мл №1 ;10.0;19.58;28.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Лекко.;Россия
Мыло детское с чередой, ромашкой, чистотелом и подорожником  100 гр. ;10.0;15.01;21.5;2015-02-10 00:00:00.00;ЗАО "Протек"; Свобода ОАО;Россия
Панангин конц. д/приг. р-ра д/инф 45,2 мг/мл+40мг/мл амп. 10 мл № 5 ;2.0;130.46;156.6;2015-02-10 00:00:00.00;ЗАО "Протек"; Gedeon Richter;Венгрия
Пантодерм мазь д/наруж. прим. 5% туба 30г ;2.0;160.6;229.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Акрихин;Россия
Преднизолон никомед таб. 5мг №30 ;5.0;34.98;43.9;2015-02-10 00:00:00.00;ЗАО "Протек"; Nycomed Austria GmbH;Австрия
Риностоп спрей назал. дозир. 0,1% фл. 15мл №1 ;3.0;79.42;94.8;2015-02-10 00:00:00.00;ЗАО "Протек"; Фармстандарт-Лексредства ОАО;Россия
Стрепсилс мед/лимон таб. д/рассас. №24 ;1.0;150.04;214.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Reckitt Benckiser Healthcare (UK) Limited;Соединенное кор
Стрепсилс ментол/эвкалипт таб. д/рассас. №24 ;1.0;175.34;249.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Reckitt Benckiser Healthcare (UK) Limited;Великобритания
Фенибут таб. 250мг №10 ;2.0;79.09;113.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Белмедпрепараты;Беларусь
Фурацилин таб. для приг раствора д/местного прим. 20мг №10 ;10.0;41.91;60.0;2015-02-10 00:00:00.00;ЗАО "Протек"; Татхимфармпрепараты;Россия
Актовегин 5% Мазь 20г;2.0;102.63;137.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен";;
Арбидол 0,1  №10 капс.;2.0;188.32;228.3;2015-02-12 00:00:00.00;ЗАО НПК "Катрен";;
АЦИКЛОВИР 5% 5,0 КРЕМ ;5.0;14.96;20.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен"; Вертекс (ЗАО);Россия
ИНГАВИРИН 0,09 N7 КАПС ;2.0;407.0;490.1;2015-02-12 00:00:00.00;ЗАО НПК "Катрен"; Валента Фармацевтика;Россия
Линекс №16 капс.;5.0;271.37;386.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен";;
ЛОПЕРАМИД 0,002 N10 ТАБЛ ;10.0;8.03;9.9;2015-02-12 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
Мирамистин 0.01% 150мл с распылителем;2.0;306.35;410.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен";;
Мирамистин р-р 0,01% 50мл;2.0;142.56;191.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен";;
Нолицин 0.4 №20 таб. KRKA;2.0;212.41;294.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен";;
НО-ШПА 0,04 N24 ТАБЛ ;5.0;120.23;143.6;2015-02-12 00:00:00.00;ЗАО НПК "Катрен"; Хиноин Завод Фармацевтических и Химических продуктов А.О.;Венгрия
Рибоксин 2% 10мл Амп. Х10 Б М;2.0;112.97;165.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен";;
Тотема 10мл №20 Орал.р-р;2.0;306.24;412.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен";;
УНГА-БКП БАНДАЖ КОМП П/ОПЕРАЦ СУПЕРN7/C 321/ ;8.0;299.97;410.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен"; ТОНУС;Россия
УНГА-БКП БАНДАЖ КОМП П/ОПЕРАЦ УНИВЕРСАЛN5/C 322 ;5.0;277.42;400.0;2015-02-12 00:00:00.00;ЗАО НПК "Катрен"; ТОНУС;Россия
Лоперамид капс 2мг N10 ;10.0;9.98;12.3;2015-02-13 00:00:00.00;ООО "Надежда Фарм"; Производство Медикаментов ООО;Россия
Нитроксолин таб п/о 0.05г N50 ;5.0;52.84;75.0;2015-02-13 00:00:00.00;ООО "Надежда Фарм"; Ирбитский ХФЗ ОАО;Россия
Пеленки Сени софт 90х 60 N 5 (впит 1350мл) ;24.0;148.33;212.0;2015-02-13 00:00:00.00;ООО "Надежда Фарм"; Белла ООО;Россия
Салфетки марл стерил 45х29 N 5 двухслойн ;50.0;14.3;21.0;2015-02-13 00:00:00.00;ООО "Надежда Фарм"; Эвтекс ООО;Россия
Шалфея листья ф/п 1.5г N20 ;5.0;28.75;41.0;2015-02-13 00:00:00.00;ООО "Надежда Фарм"; ЛЕК С+ ООО;Россия
Бинт эласт. медиц. с застежкой Лаума  3.0м х 8.0см Латвия ;12.0;187.44;265.0;2015-02-13 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Lauma;Латвия
Кавинтон табл. 5мг N50 Россия-Венгрия ;2.0;197.23;238.1;2015-02-13 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Гедеон-Рихтер-Рус-Gedeon Richter;Россия
Метрогил гель д/наруж. применения 1% туба 30г Индия ;3.0;133.21;189.0;2015-02-13 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Unique Pharmaceutical Laboratories;Индия
Облепиховое масло фл. 50мл. Россия ;4.0;171.6;242.0;2015-02-13 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Вифитех ЗАО;Россия
Омепразол капс. 20мг  N30 Россия ;10.0;25.41;31.4;2015-02-13 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Синтез АКО ОАО г. Курган;Россия
Хлорофиллипт р-р масл 2% фл 20мл Россия ;2.0;89.98;127.0;2015-02-13 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Вифитех ЗАО;Россия
Холисал гель стомат. туба 10г Польша ;2.0;251.57;355.0;2015-02-13 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Jelfa SA;Польша
Эспумизан капс. 40мг N25 Германия ;2.0;209.88;296.0;2015-02-13 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Berlin-Chemie AG;Германия
Анальгин таб 0.5г N10 ;50.0;7.38;10.5;2015-02-18 00:00:00.00;ООО "Надежда Фарм"; Марбиофарм ОАО;Россия
Аскорил таб N10 ;2.0;159.04;226.0;2015-02-18 00:00:00.00;ООО "Надежда Фарм"; Гленмарк Фармасьютикалз Лтд;Индия
Ватные палочки N160 Белла (пакет) ;10.0;31.1;44.0;2015-02-18 00:00:00.00;ООО "Надежда Фарм"; Белла ООО;Россия
Гематоген Русский с вит.С 40г ;96.0;9.41;14.0;2015-02-18 00:00:00.00;ООО "Надежда Фарм"; Фарм-про ООО;Россия
Салфетка спиртов  N1 (для инъекций) 125х110мм ;100.0;1.51;2.1;2015-02-18 00:00:00.00;ООО "Надежда Фарм"; Лейко ООО;Россия
Салфетки марл стерил 16х14 N10 двухслойн ;30.0;6.76;10.0;2015-02-18 00:00:00.00;ООО "Надежда Фарм"; ВераМед ООО;Россия
Слабилен капли 0.75% 15мл ;3.0;121.27;172.0;2015-02-18 00:00:00.00;ООО "Надежда Фарм"; Лэнс-Фарм ООО;Россия
АЗИТРОМИЦИН 0,5 N3 КАПС ;2.0;76.34;93.1;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; ПРОИЗВОДСТВО МЕДИКАМЕНТОВ;Россия
ДОКТОР МОМ N20 ПАСТИЛКИ /ЛИМОН/ ;2.0;71.94;102.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Юник Фармасьютикал Лабораториз(Отделение фирмы Дж.Б.Кемикалс энд Фармасьютикалс Лтд);Индия
ИНДАПАМИД 0,0025 N30 КАПС ;10.0;21.78;26.9;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
Креон  10000ЕД №20 капс.;2.0;250.8;301.5;2015-02-18 00:00:00.00;ЗАО НПК "Катрен";;
ЛЕЙКОПЛАСТЫРЬ 1Х500 ;150.0;12.54;17.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Верофарм;Россия
Линекс №16 капс.;5.0;270.49;385.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен";;
ЛИНЕКС N32 КАПС /БЛИСТ/ ;2.0;408.76;570.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
Найз гель 1% 20г;3.0;128.81;178.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен";;
НУРОФЕН ЭКСПРЕСС 0,2 N10 КАПС ;2.0;110.55;131.9;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Баннер Фармакапс Европа Б.В/.Рекитт Бенкизер Хелскэр Интернешнл Лтд.;Соединенное королевство
ОКСОЛИН 0,25% 10,0 МАЗЬ НАЗАЛ /МПЗ ;10.0;13.53;18.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Муромский приборостроительный завод ;Россия
ОМНИК 0,0004 N10 КАПС С МОДИФ ВЫСВОБ ;2.0;327.91;394.8;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Астеллас Фарма Юроп Б.В.;Нидерланды
Отривин 0.1% 10мл спрей Новартис;3.0;139.26;167.4;2015-02-18 00:00:00.00;ЗАО НПК "Катрен";;
Ринза таб. №10;5.0;82.83;118.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен";;
СИНТОМИЦИНА 0,25 N10 СУПП ВАГ ;3.0;36.08;47.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Биосинтез ОАО;Россия
ТИЗИН КСИЛО 0,1% 10МЛ ФЛАК СПРЕЙ НАЗАЛ ДОЗИР ;3.0;90.75;110.2;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Фамар Орлеан;Франция
ТРОКСЕРУТИН 2% 40,0 ГЕЛЬ ;20.0;26.18;38.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
Фарингосепт №10;5.0;66.66;92.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен";;
Физиотенз 0.2мг №14 тб.;1.0;240.79;288.7;2015-02-18 00:00:00.00;ЗАО НПК "Катрен";;
ХАРТИЛ 0,005 N28 ТАБЛ ;1.0;287.21;380.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Актавис АО/Эгис Фармацевтический завод ОАО;Исландия
Энап 20мг №20 таб.;3.0;135.19;163.7;2015-02-18 00:00:00.00;ЗАО НПК "Катрен";;
ALWAYS ПРОКЛАДКИ CLASSIC MAXI N9 ;5.0;62.89;86.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Хигинетт Лтд;Венгрия
NATURELLA ПРОКЛАДКИ ULTRA MAXI С КРЫЛ N8 ;10.0;57.39;79.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Хигинетт Лтд;Венгрия
АЕВИТ N20 КАПС/БАД ;5.0;46.22;62.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен"; Фарма  АД;Болгария
Спасатель Бальзам 30г Туба .@;3.0;77.0;121.0;2015-02-18 00:00:00.00;ЗАО НПК "Катрен";;
Винилин(бальзам Шостаковского) фл 50г ;3.0;140.34;202.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Тульская Фармфабрика;РОС
Дексалгин 25 табл. п.п.о. 25мг №10 ;1.0;215.58;304.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Берлин-Хеми АГ-Менарини Групп;ГЕР
Левомеколь мазь 40г туба ;15.0;75.11;105.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Нижфарм ОАО;РОС
Марля мед 5м(Экстра) ;5.0;67.16;93.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Ткац.ф-ка Медте;РОС
Пеленка впитывающая Seni Soft 60х90см №5 ;12.0;149.52;205.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Белла ООО;РОС
Повязка стер самокл послеоперацион Cosmopor E 15см х 8см (901021) №25 ;1.0;429.31;565.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Пауль Хартманн АГ;ГЕР
Повязка стер самокл послеоперацион Cosmopor E 25см х 10см (901023) №25 ;1.0;829.52;1085.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Пауль Хартманн АГ;ГЕР
Преднизолон мазь 0,5% 10г ;3.0;10.4;12.8;2015-02-18 00:00:00.00;ООО "Здравсервис"; Алтайвитамины;РОС
Прокладки Белла Нова софт с/к №10 ;10.0;40.05;52.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Белла ООО;РОС
Прокладки Белла нормал софт №10 ;32.0;22.78;30.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Белла ООО;РОС
Салфетки Аура антибакт. влаж. ромашка №20 ;48.0;29.49;38.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Коттон Клаб ООО;РОС
Фенюльс капс  №30 ;3.0;123.03;170.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; Ранбакси Лабораториз Лтд;ИНД
Фервекс б/сахара пак N8 ;1.0;224.18;317.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; БМС;ФРА
Чулок компрессионный выше колена разм №1 ;2.0;165.75;229.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; ЛПП Фарм;РОС
Чулок компрессионный выше колена разм №4 ;2.0;165.75;229.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; ЛПП Фарм;РОС
Чулок компрессионный до колена разм №4 ;2.0;143.65;198.0;2015-02-18 00:00:00.00;ООО "Здравсервис"; ЛПП Фарм;РОС
АМЛОДИПИН ТАБ 10МГ №30 ;10.0;12.19;15.1;2015-02-18 00:00:00.00;ООО "Фармпартнер"; ОЗОН ООО;РОССИЯ
БРОНХОЛИТИН СИР 125Г ;3.0;60.32;85.0;2015-02-18 00:00:00.00;ООО "Фармпартнер"; СОФАРМА;БОЛГАРИЯ
КОРВАЛОЛ ФЛ 50МЛ ИНД/УП ;10.0;21.2;30.0;2015-02-18 00:00:00.00;ООО "Фармпартнер"; ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА КУРСК;РОССИЯ
ПАРАЦЕТАМОЛ-ЛектТАБ 0.5Г №10 ;50.0;3.36;4.1;2015-02-18 00:00:00.00;ООО "Фармпартнер"; ТЮМЕНСКИЙ ХФЗ ОАО;РОССИЯ
