мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
йкнохднцпек 75лц ра ╧28;1.0;347.93;428.26;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юпахднк 100лц йюоя ╧40;1.0;756.58;865.68;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахянопнкнк 5лц ра ╧30;3.0;24.42;30.58;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхмейя йюоя ╧48;1.0;517.66;684.83;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юйбюкнп MINI тнпре яопеи д/мняю 50лк;1.0;193.23;264.71;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьюонвйю-цюплньйю "ьюпкнррю";5.0;1.17;1.57;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
тспюцхм ра ╧30 нкюимтюпл;1.0;174.24;234.91;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
репю-ткч кюп ра ╧20 лемрнк;1.0;183.42;183.42;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
окюрйх асл юлекхъ ╧10 д/дер;1.0;4.13;5.97;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ярпюмю яйюгнй цекэ дер д/йсоюм 350лк кюбюмдю;1.0;76.61;76.61;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ухлюкюъ уепа ь-мэ опнрехм д/нйп бнк 200лк;1.0;129.75;129.75;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
дщрю йнлокейр хмяейрн (тслхцюрнп+фхдй);1.0;120.95;120.95;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
тхрнднй лшкн ф пецем цкхжепхм лнп лхм 300лк дни-оюй;1.0;19.02;19.02;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
якюбъмнбяйюъ ебпн 0,5к;3.0;14.82;14.82;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
бевепмее+осяршпмхй бюкепхюмю дп ╧60 оюпютюпл;1.0;40.12;58.08;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх HARMONY 60(58)у90 ╧10 д/бгп;1.0;270.38;343.87;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
лююкнйя ясяо лхмх 4,3лк ╧6;1.0;94.52;128.4;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
тхрнвюи AG COMPANI ╧27 гднп фхбнр деряйхи т/о ╧20;1.0;41.89;41.89;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
гь ьюло д/лсф сйп я пео люякнл 250лк;1.0;77.98;107.24;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюкепхюмю о 200лц дп ╧50 оюпютюпл;1.0;13.57;19.64;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх репегю 60у90 ╧3;1.0;97.35;131.25;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпнярэ депебъммюъ псвйю окюярхй;1.0;210.89;210.89;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьюктеи кхяр 50ц йпюямнцнп;1.0;35.97;46.94;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх MOLINEA/лнкхмею K 40у60 ╧10;1.0;102.41;138.25;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх MOLINEA/лнкхмею K 60у60 ╧10 дер;1.0;137.32;199.11;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ямсо яопеи 0,1% 15лк;3.0;102.96;123.22;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхмйнлхжхм 30% 1лк юло ╧10;1.0;41.63;56.2;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
щбйюкхор кхяр 50ц кей я+;1.0;24.36;32.88;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх MOLINEA/лнкхмею K 60у60 ╧1;1.0;12.57;16.96;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлохжхккхмю р/ц ра ╧20;5.0;11.68;14.45;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнтем о ра ╧10;10.0;14.0;18.89;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
дкъмня яопеи 0,1% 10лк;1.0;82.63;98.44;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеийнокюяршпэ 1у500;1.0;10.56;14.25;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
онкхдейяю я темхкетпхмнл яопеи 15лк тк;1.0;240.05;324.06;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
трюкюгнк 0,5 ра ╧10;2.0;14.92;20.14;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
жепеапнкхгхм 5лк юло ╧5;2.0;799.16;908.14;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
жепсйюк 10лц ра ╧50;1.0;104.83;125.58;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оепяхйнбне люякн 50лк;1.0;35.59;51.6;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхйнохд 1лц ра ╧10;1.0;204.05;275.46;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
щбйюкхор кхяр 50ц;1.0;16.95;24.57;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
дфнмянм люякн о/ям кюбюмдю 200лк;1.0;117.87;170.91;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
люплекюд тпс бхьмебше цсайх 30ц;2.0;18.76;27.2;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
щйбюрнп 5лц+10лц ра ╧30;1.0;608.96;791.64;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюмгхмнпл тнпре 20000 ра ╧30;1.0;186.34;226.5;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмхйнкд онп 5ц ╧5 юмюмюя;1.0;88.24;119.12;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
теярюк 200лц дп ╧20;1.0;83.6;112.85;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
мнкэоюгю 20лц ра ╧28;1.0;194.59;262.69;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнпхярю мд 100+25лц ра ╧60;1.0;536.8;724.67;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхпнрнм 20лц ра ╧56;1.0;566.5;681.51;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йн-оепхмебю 2,5+8лц ра ╧30;1.0;428.89;579.0;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
хмцюкхор ющп 30лк тюплярюмдюпр;1.0;50.14;67.68;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
д-п рюияя кед ьюктеи лед 25ц;1.0;35.25;51.11;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
д-п рюияя кед ьюктеи лекхяяю 25ц;1.0;35.68;51.73;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхкйнтхйя кеий-пэ рйюм 1у500;1.0;10.67;14.4;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх MOLINEA/лнкхмею K 60у90 ╧10;1.0;178.53;241.01;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
опхяшойю деряйюъ 40ц юкнщ тхрнпня;1.0;12.08;17.51;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
опхяшойю деряйюъ 40ц кюбюмдю тхрнпня;1.0;12.48;18.09;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
мспнтем ясяо д/д 150лк юоек;2.0;162.14;195.55;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмнярно яопеи мюгюк 0,1% 15лк;2.0;77.66;93.05;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх MOLINEA/лнкхмею окчя д 60у90 ╧1;1.0;36.24;48.92;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
люцхйнокюяр окюяршпэ нр мюялнпйю д/дер ╧4;1.0;84.59;114.19;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх MOLINEA/лнкхмею мнпл 60у60 ╧30;1.0;422.21;569.98;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх MOLINEA/лнкхмею K 60у90 ╧1;1.0;17.91;24.17;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ъмрюпмюъ йхякнрю 0,05 ра ╧10 мтй;1.0;3.02;4.37;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
янкоюдехм тюяр ра ╧24;1.0;119.55;161.39;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
щдюпах 40лц ра ╧28;4.0;457.93;618.2;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнкцеир SENSITIVE PRO-RELIF нраек 75лк;1.0;137.0;198.65;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
юспю янкмж-ксм яюктерйх бк д/д ╧100 я йпшьйни;1.0;87.99;127.58;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
ондцсгмхйх яемх AIR M ╧10;2.0;311.05;419.91;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрюкх яюкт бк д/бяеи яелэх ╧15;1.0;14.19;20.57;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюй RICH COLOR ╧127;1.0;60.83;88.2;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрюкх мнплюк ╧10 ю-10;1.0;16.43;22.18;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
ъ яюлюъ бюрмше оюкнвйх ╧100 окюяр;1.0;17.31;25.09;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
лшкн деряйне 90/100ц вепедю мй;1.0;12.32;17.86;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
юйбю люпхя яопеи мюгюк 30лк;1.0;205.9;274.43;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
бемрнкхм ющп 200днг;1.0;134.31;160.3;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
цхдпноепхр 1,5ц ра ╧8;1.0;21.4;28.88;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
кебнлейнкэ люгэ 40ц;2.0;73.54;99.27;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
лююкнйя ясяо 15лк ╧1;12.0;15.9803;21.3;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
лерхкспюжхк яб ╧10;1.0;41.73;56.33;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхйнрхмнбюъ й-рю 50лц ра ╧50;1.0;10.45;14.1;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрюкх ден ╧10 ю-13;1.0;17.18;23.19;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
ондцсгмхйх яемх AIR S ╧10;1.0;291.72;393.82;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
ъ яюлюъ бюрмше оюкнвйх ╧200 оюй;1.0;26.46;38.36;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
лшкн деряйне 90ц мй;1.0;11.22;16.26;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
опнйкюдйх яемх кедх мнплюк ╧20;1.0;130.03;175.54;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
аю ьюлосмэ нр оепунрх 350лк;1.0;49.51;71.78;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
лшкн децръпмне мй 140ц;1.0;18.23;26.43;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
гсам ыерйю йнкцеир дер лъц 2+;1.0;22.05;31.97;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
ондцсгмхйх яемх AIR L ╧30;1.0;1086.59;1412.56;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
щбекхм ой йп ю/аюй сбкюф 75лк;1.0;54.06;78.38;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
юдфхяеор кхлнм оюяр ╧24;1.0;66.15;89.3;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюмрся п-п д/хм 100ле 3лк ьоп-псв ╧5 янкнярюп;1.0;3404.9;3870.13;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюй CLASSICS PROF ╧16;1.0;44.66;64.75;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
ъ яюлюъ яюктерйх бк делюйхъф ╧15;1.0;21.47;31.12;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюмцпнк 10000ед йюоя ╧20;1.0;241.6;289.91;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
аеккю мнплюк янтр ╧10 аек кхмхъ;1.0;16.38;22.11;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
ондцсгмхйх-рпсяш яемх AIR S ╧10;1.0;349.48;471.79;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
щб тхмхь ьнс йп рнм 3б1 реок аеф 40лк;1.0;71.54;103.73;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
аеккю йкюяяхй мнбю люйях дпюи ╧10 аек кхм;1.0;38.95;52.58;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
фелвсц гсам оюярю нраек 100лк кед лърю;1.0;40.71;59.02;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрюкх бюрмше оюкнвйх ╧100 окюяр;1.0;16.96;24.59;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
гхмцеп охкйю д/мнцреи лерюк жб (ZO-FB-5205("7"));1.0;48.85;70.83;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюй COLOR EXPERT ╧51;1.0;53.9;78.15;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюктерйх юспю бкюф дер скэрпю йнлтнпр юкнщ бхр е ╧100;1.0;53.16;77.08;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
32 г/о рнрюк щттейр йпеойюъ х гднпнбюъ щлюкэ 75лк;1.0;38.47;55.78;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
окюмерю нпц цекэ-тхрн нвхы д/ф/йнла йнф 200лк;1.0;129.61;187.93;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
юспю янкмж-ксм яюктерйх бк д/д ╧72;1.0;57.77;83.76;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
32 г/о рнрюк щттейр гднпнбюъ аекхгмю 75лк;1.0;38.47;55.78;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
люплекюд тпс тпсйрнбне юяянпрх 90/100ц;1.0;38.09;55.23;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
аюккнм LD-S014+йкюоюм LD-S016;1.0;75.59;75.59;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпбхрнк 100лц ра ╧50;1.0;190.85;190.85;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлхмнйюопнмнбюъ й-рю 100лк;1.0;33.51;45.15;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюрю тюянбюммюъ 250ц;2.0;38.5;51.84;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкхжхм 100лц ра ╧50 ахнрхйх;10.0;26.0;32.49;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкчйнгю п-п 5% 400лк;1.0;23.6;32.06;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
днйрнп лнл яхпно тк 100лк;2.0;138.28;138.28;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхднйюхм 2% 2лк юло ╧10;1.0;24.6;30.76;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
лърш кхяр 50ц;1.0;21.16;28.49;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхйнрхмнбюъ й-рю 1% юло ╧10;2.0;49.65;66.85;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхярюрхм люгэ 30ц;1.0;34.8;46.85;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюярнпноью 100ц ьпнр;2.0;24.16;34.92;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюктерйх ярепхк 16у14 ╧10;5.0;6.24;8.4;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
реилспнбю оюярю 50ц;1.0;32.97;44.39;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
рхюлхмю укнпхд 5% юло ╧10;1.0;18.35;23.54;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
тспюжхкхм 20лц ра ╧10;5.0;42.06;56.63;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюктерйю яохпрнбюъ юмрхяеор 60У60 ╧1;100.0;0.3834;0.51;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
тксйнмюгнк 150лц йюоя ╧1;10.0;7.15;9.25;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
целюрнцем псяя деряй 40ц;6.0;7.91;11.43;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
яняйю AVENT 8281 яхк д/мнб ╧2;1.0;269.77;269.77;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпдхюлхм тк 25лк;1.0;115.36;155.33;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йернрхтем 1лц ра ╧30 анкцюпхъ;1.0;45.84;61.72;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
люплекюд тпс люью х ледбедэ асйбш 100ц;3.0;40.88;70.33;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
оекемйх MOLINEA/лнкхмею окчя 60у60 ╧1;1.0;19.57;19.57;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
целюрнцем дер рспан люкшь я3-у кер 35ц;1.0;6.9;9.97;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
лепянмюп окчя яоп д/мняю лнпяй бндю 100лк;1.0;310.0;310.0;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюмхрхдхм 150лц ра ╧20;10.0;9.6;11.99;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юйрнбецхм юло 2лк ╧5 мхйнлед;5.0;243.144;328.24;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмюкэцхм ра ╧10;5.0;6.27;8.46;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юремнкнк 100лц ра ╧30 мхйнлед;2.0;45.1;56.27;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюкнйнпдхм 20лк;2.0;97.75;131.96;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
бемрнкхм ющп 200днг;2.0;132.55;158.54;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
цхнйяхгнм люгэ 10ц;1.0;20.6;27.73;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
цхонрхюгхд 25лц ра ╧20;1.0;78.43;94.62;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкчйнгю п-п 5% 200лк;2.0;29.402;37.37;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхаюгнк 20лц ра ╧10;1.0;16.88;22.79;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхпнрнм 10лц ра ╧28;1.0;218.67;260.5;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюбхмрнм 5лц ра ╧50;2.0;210.32;251.25;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюонрем ра ╧40;2.0;174.28;209.85;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюпяхк дп ╧80;1.0;263.2;355.31;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнмйнп 5лц ра ╧30;1.0;199.54;238.13;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнмйнп 5лц ра ╧50;2.0;293.94;351.18;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йяхкем йюокх 0,05% 10лк;3.0;26.68;26.68;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхмейя йюоя ╧16;1.0;244.31;327.13;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхмейя йюоя ╧16;2.0;267.79;361.52;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
лейяхднк 5% 2лк юло ╧10;3.0;372.02;448.0;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
мнбнйюхм 0,5% 5лк юло ╧10;2.0;18.62;23.04;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
опедмхгнкнм люгэ 10ц;1.0;9.72;12.38;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
опегепбюрхбш CONTEX CLASSIC ╧3;2.0;76.45;103.2;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмхйнкд ра ╧10;3.0;71.39;93.59;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхмрнлхжхмю к-р 10% 25ц;2.0;16.93;22.79;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
янтпюдейя йюокх 5лк;2.0;205.11;276.89;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
яоюгцюм ра ╧10;4.0;21.413;28.83;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ярпеояхкя лемрнк+щбйюкхор ра ╧24;1.0;168.0;226.8;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
трнпнйнпр люгэ 15ц;1.0;184.5;249.07;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
жхопнкер 500лц ра ╧10;5.0;95.53;114.71;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюо 5лц ра ╧20;2.0;72.49;87.1;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
чмхщмгхл ра ╧20;2.0;73.37;93.44;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхмейнд яхпно 1,5лц/лк тк 200лк;2.0;269.66;364.04;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюгнкбюм яхпно 30лц/5лк 100лк;1.0;228.91;278.18;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юпахднк 100лц йюоя ╧10;1.0;185.08;225.08;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнмйнп 2,5лц ра ╧30;2.0;152.9;182.48;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
чмхднйя янкчрюа 100лц ра ╧10;1.0;257.68;313.45;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмюопхкхм 0,04 ра ╧100;1.0;19.6;24.29;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
щйгндепхк п-п 1% 10лк;1.0;509.96;668.84;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахмр ярепхк 7у10;5.0;6.11;8.24;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
кноепюлхд 2лц йюоя ╧10;2.0;9.97;12.33;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхйпнкюйя п-п лхйпнйкхглю ╧4;1.0;231.77;312.88;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
цнпвхвмхй-кхяр ╧20;1.0;14.28;19.27;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
гндюй 0,01 ра ╧10;1.0;115.17;138.62;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
люплекюд тпс кеямюъ ъцндю 30ц;1.0;19.18;27.81;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йпел деряйхи яб 40ц;2.0;22.66;32.85;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнмреимеп я йпшь кнф 60лк яреп/хмд со;5.0;4.99;6.73;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йпел деряйхи яб 68ц;1.0;29.36;42.57;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмрхткс онп ╧5;1.0;207.6;207.6;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпахмнбюъ й-рю я яюу + юоек ра ╧10;10.0;3.52;5.1;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпахмнбюъ й-рю я яюу + йксам ра ╧10;5.0;3.2;4.64;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлнйяхжхккхм 500лц ра ╧20;5.0;38.06;52.24;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ютнаюгнк 10лц ра ╧60;1.0;260.05;351.06;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
хмдюоюлхд перюпд 1,5лц ра ╧30 нгнм;2.0;22.65;28.5;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
лейяхднк 125лц ра ╧50;2.0;325.27;395.0;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
йернопнтем цекэ 2,5% 50ц;2.0;48.29;65.19;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
ямсо яопеи 0,1% 15лк;2.0;101.27;121.07;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
яедюкэцхм окчя ра ╧10;2.0;105.73;142.73;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
цебхяйнм 2-е деиярб ра феб ╧16 лърю;1.0;146.85;198.24;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
юебхр йюоя ╧20;2.0;42.55;57.44;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмнярно яопеи мюгюк 0,1% 15лк;2.0;64.85;76.94;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
мспнтем 200лц ра ╧10;3.0;64.35;79.43;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
лщццх рюлонмш лхмх ╧8-708;1.0;41.25;41.25;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
еяяемрсйх-4 нбй ебпн яр 0,5к;3.0;34.31;49.74;2015-02-05 00:00:00.00; ннн "тХПЛЮ цхяя";;
тнйсяхм 0,4лц йюоя ╧30;1.0;507.38;507.38;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
юебхр йюоя ╧10;1.0;20.06;29.04;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
