мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
охпюмрек 250лц ра ╧3 хмдхъ;1.0;17.82;22.06;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
окюрхтхккхмю ц/р 0,2% 1лк юло ╧10;1.0;39.16;49.05;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
пецскнм ра ╧21;2.0;329.23;423.16;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
рнрелю 10лк юло ╧20;1.0;307.23;394.89;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
спнкеяюм тк 25лк;1.0;277.2;370.29;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюл 10лц ра ╧20;2.0;47.58;60.45;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюо 10лц ра ╧20;10.0;88.0;105.82;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюо 5лц ра ╧20;5.0;72.49;87.1;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
лейяхднк 125лц ра ╧30;2.0;189.42;228.13;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
аепкхопхк 20 ра ╧30;3.0;165.44;198.67;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхапнжхк йюокх мюгюкэмше 15лк;1.0;206.36;273.01;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
люпкъ 10л;2.0;66.24;88.32;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
щйгндепхк п-п 1% 10лк;1.0;510.18;669.06;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
охкнйюпохм 1% 5лк тк-йюо лщг;1.0;22.11;27.43;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
мнплюге яхпно тк 200лк;1.0;206.36;247.88;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхпно опх йюьке 100лк;1.0;48.97;66.65;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлапнаеме п-п 0,0075ц/лк 100лк;1.0;155.98;187.17;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрсперрн бхр Fe йксамхйю ра 39ц;3.0;36.29;49.64;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
цейяюкхг ра ╧30;2.0;183.7;249.14;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
нрпхбхм 0,1% яопеи лемрнк-щбйюкхор 10лк;2.0;168.3;201.63;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
реяр мю аепел йюя+охоер;1.0;33.0;41.08;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
рюспхм 4% 5лк цк йюокх тк-йюо;1.0;6.38;7.91;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
гек юо яйпюа д/к леднбн-йнтеи д/цкса нвхы 75лк;1.0;41.31;53.86;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхкйнтхйя онбъгйю Ag мерйюм 8,25у10;1.0;11.418;14.79;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
юйбюкнп MINI SOFT яопеи 50лк;1.0;186.45;243.66;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
хурхнк яб ╧10 мхфтюпл;1.0;51.92;67.45;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхбеъ кхо а-л д/цса пнлюь йюкемд 4,8ц;1.0;64.79;87.34;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
онъя кен бепа ьепярэ ууL р99-109;1.0;284.96;379.99;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
бняйнопюм кебнлейнкэ 10у10 ╧1;2.0;52.679;69.45;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
юйпхдепл 0,05% люгэ 30ц;2.0;87.23;105.31;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
онлюдю наберпхбюмхе 4ц;4.0;21.34;28.53;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
рхлнкнк 0,25% цк йюокх 5лк юйня;1.0;17.05;21.52;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
ремю йпел лнчыхи 250лк;1.0;140.28;200.42;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнгюпрюм 50лц ра ╧30 бепрейя;1.0;67.54;80.48;2015-02-03 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясярюбхр нйномхй гнк ся цекэ-а-л 100лк;1.0;61.25;88.81;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясярюбхр унмдпнхрхм цкчйнгюлхм цекэ-а-л 100лк;1.0;66.02;95.72;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
опнйрнмхя йпел 30лк;1.0;170.02;246.52;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпахмнбюъ й-рю я яюу + люкхмю ра ╧10;10.0;3.52;5.1;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкхмю цнксаюъ 100ц;2.0;15.81;22.92;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
юкэаюдемр а-л д/прю о/оюпнд я лслхе 400лк;1.0;66.62;96.59;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюцхонк ра ╧100 сцпебюъ яшоэ;1.0;77.93;112.99;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
лшкн деряйне 90ц вепедю яюл;1.0;19.25;19.25;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
тсмдхгнк йпел 30лк;1.0;66.19;95.97;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
юкэаюдемр а-л сйпео лхмеп 400лк;1.0;57.76;83.75;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
осяршьйю "йпную" я йнкэжнл хмд союй;1.0;14.74;19.89;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
тюпхмцняеор 10лц ра ╧10;1.0;78.4;78.4;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпахмнбюъ й-рю я яюу + юоек ра ╧10;8.0;3.52;5.1;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
ткюбюлед 30лц ра ╧20;1.0;181.99;181.99;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
юкх йюоя йюоя ╧12;1.0;1071.47;1446.48;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
гб днфдэ 2б1 нямнб+гюйпео д/мнцр 5,6лк;1.0;29.75;43.13;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
гб днфдэ сдюкхр йсрхйскш 5,6лк;1.0;26.95;39.07;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
гб днфдэ 3б1 охр/сбк/сйпео д/мнцр 5,6лк;1.0;26.95;39.07;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
яоежлюгэ йп-аюк смхб охурю яха/лспюб яохпр 44лк;1.0;41.92;60.78;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
гюфхбхрекэ цекэ я аюдъцни нр яхмъй сьха 30лк;1.0;54.0;78.29;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясоеп якхл рх яребхъ т/о ╧30 юмюмюя гелкъмхйю;1.0;46.33;67.17;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
яеорнкере окчя оюяр ╧18 лед кюил;1.0;180.72;180.72;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясярюбхр ахьнтхр цкчйнгюлхм цекэ-а-л 100лк;1.0;61.25;88.81;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
анпн тпеь кюярхй йпел д/сдюк ьпюл пюяръф 25ц;3.0;52.9;76.7;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
жхйкнтепнм 150лц ра ╧10;1.0;144.54;175.59;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнгюо 50лц ра ╧30;2.0;246.14;297.98;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
кебнрей 500лц ра ╧10;1.0;112.2;143.31;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрспеккю ефедмебм мнплюк ╧20 я гек вюел;1.0;46.4;67.27;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
лшкн ф дер накеохую 280лк яюл;1.0;42.5;61.62;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрюкх скэрпю бхмця мнплюк+ ╧10 с-10;1.0;45.26;61.1;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пеммх юоекэяхм ра ╧48;1.0;304.87;304.87;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясйпюгхр ра ╧300;1.0;48.84;70.81;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
теппсл кей 50лц/лк 2лк юло ╧5;1.0;791.54;1008.36;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмбхлюйя онп ╧3 вепм ялнпндхмю;1.0;93.76;93.76;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
аеах-дпюи люйях окчя ╧120;1.0;1667.32;2167.51;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахмр щкюяр 8у2 смцю яп;1.0;51.26;69.2;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлапнйянк 30лц ра ╧20;5.0;13.46;18.17;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
дейяю-цемрюлхжхм 5лк цк йюокх;3.0;62.48;84.34;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахяюйндхк ра ╧30 ут;1.0;24.86;30.8;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юйпхдепл цемрю йпел 15ц;1.0;134.64;181.76;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
цнпмши вхярнрек аюкэгюл 1,2лк;1.0;31.01;44.96;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюгхкхо 10лц ра ╧28;1.0;283.61;346.3;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхрюлхм ю пер юж 33 РШЯ ле йюоя ╧10;3.0;4.2;5.39;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхтепнм-1 150000ле яб ╧10;3.0;198.55;240.53;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
цпюмдюйяхм 50лц ра ╧20;1.0;270.49;365.16;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
де-мнк 120лц ра ╧56;1.0;481.78;579.78;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюбхмрнм тнпре 10лц ра ╧30;1.0;209.77;252.77;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюмдхд йпел 1% 20ц;1.0;205.81;277.84;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюпдхйер перюпд 40лц ра ╧50;2.0;178.43;215.96;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
люкэрнтеп йюокх тк 30лк;1.0;237.93;284.9;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхкдпнмюр 250лц йюоя ╧40;1.0;236.95;287.72;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхмдюкэмне люякн 25лк;1.0;24.78;35.93;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхгнпюк ьюлосмэ 60лк;1.0;470.14;634.68;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
нкдеиг дхяйпхр ден ╧20 бнд кхк;1.0;39.08;56.66;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
охпхднйяхмю ц/у 10лц ра ╧50;1.0;41.84;41.84;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
онярхмнп ра ╧2;3.0;224.95;270.95;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
осяршпмхйю м-йю 25лк;15.0;9.26;12.5;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пецскнм ра ╧21;2.0;341.0;460.35;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмхйнкд ра ╧10;3.0;66.2;89.37;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмнтксхлсжхк 10лк;1.0;207.05;279.51;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яйхохдюпмюъ люгэ 25ц рсаю;3.0;42.9;57.91;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яоюяюрекэ а-л 30ц;2.0;76.96;111.59;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясйпюгхр ра ╧1200;1.0;133.6;193.71;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яслюлед 500лц ра ╧3;2.0;438.9;528.98;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
спнкнцхв яанп т/о ╧20 тхрнметпнк йпц;3.0;52.32;70.63;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
темйюпнк 25лц ра ╧20;1.0;283.25;382.38;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
трнпнйнпр люгэ 15ц;1.0;184.51;249.08;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
жепеапнкхгхм 5лк юло ╧5;1.0;799.16;908.14;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
жхопнлед цк йюокх 0,3% 5лк;1.0;109.05;131.17;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюл 10лц ра ╧20;4.0;52.3;65.17;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
аеиах йюкл д/лкюд тк 15лк;1.0;159.3;230.98;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
деон-опнбепю 150лц/лк тк 3,3лк;8.0;207.78;247.54;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясопхлю-кнп кхлнм ра ╧16;1.0;84.92;114.64;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яскэтюдхлегхм 500лц ра ╧10;3.0;37.79;51.01;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
лшкн децръпмне 90ц яюл;3.0;13.28;19.25;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
охпюмрек 250лц ра ╧3 онкэью;1.0;30.47;37.93;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
охпюмрек 250лц ра ╧3 онкэью;4.0;30.47;37.93;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пемхопхк 10лц ра ╧20;1.0;34.32;42.98;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхкхлюп 100лц ра ╧30;1.0;60.17;81.22;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
жетрпхюйянм онп тк 1ц;80.0;11.3795;14.19;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
щкнйнл 0,1% княэнм 30лк;1.0;180.98;218.41;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
щрюжхгхм 50лц ра ╧50;1.0;761.82;761.82;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлхрпхорхкхм 25лц ра ╧50 якнбюйхъ;10.0;52.78;66.05;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
йпел деряйхи вепедю 45лк яюл;1.0;16.85;24.43;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмнмнпл мюг яоп д/д 0,05% 15лк;1.0;55.36;69.23;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмнмнпл мюг яоп д/бгп 0,1% 15лк;6.0;56.28;70.34;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
ъпхмю ра ╧21у3;1.0;2391.94;3015.92;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
нбеянк 250лц ра ╧40;1.0;130.52;189.25;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пнлюьйю жберйх 50ц йпюямнц;2.0;35.15;47.45;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
йпюямши йнпемэ 500лц ра ╧60;1.0;250.75;363.58;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхгхмнрнм 10лц ра ╧28;1.0;119.16;142.67;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
уюццхя д/мнбнп щкхр янтр дн 5йц ╧27;1.0;278.07;375.39;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрюкх рюло ясоеп ╧16;1.0;63.15;91.56;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юйбюкнп мнпл яопеи 125лк;1.0;287.3;387.85;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
жекеярндепл-б йпел 0,1% 15ц;1.0;200.97;243.61;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яокюр г/о чмхнп бнярнй 55лк;1.0;111.84;162.16;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
вепмхйю-тнпре я кчрехмнл ра ╧50;1.0;97.02;140.67;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пеммх юоекэяхм ра ╧12;1.0;102.63;138.55;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
щклейя нонк гюы йюпхея 400лк;1.0;193.06;279.93;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
хмцюбхпхм 90лц йюоя ╧7;2.0;391.82;474.94;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юпахднк 50лц ра ╧20;1.0;216.26;262.11;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
тнплерхм 0,5ц ра ╧60;1.0;76.34;91.53;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпдхмнпл 5лц ра ╧30;2.0;92.76;111.01;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнянор цк йюокх 20лц/лк+5лц/лк тк 5лк;2.0;808.23;1019.43;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяохпхм йюпдхн 100лц ра ╧28;1.0;110.11;132.77;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
лекнйяхйюл 0,01/лк 1,5лк юло ╧3 дя;5.0;134.31;181.31;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яокюр г/о вепмне депебн 75лк;1.0;136.42;197.8;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
охмнянк яопеи 10лк;1.0;150.48;203.14;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхкйнтхйя кеий-пэ рйюм 4у500;1.0;39.93;53.9;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
гек юо ьюло кносу д/бяеу рхо 350лк;1.0;73.81;73.81;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнгюо 50лц ра ╧90;1.0;631.73;721.77;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
кньюд яхкю а-л-цекэ д/рекю 500лк;1.0;338.66;491.05;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхпнрнм 20лц ра ╧56;1.0;563.97;678.98;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яонпшью (цнпеж орхв) рпюбю 50ц йпюямнцнп;1.0;33.22;44.84;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
щклейя г/о чмхнп 75лк;1.0;119.31;172.99;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхяреим цк йюокх 15лк;1.0;391.93;529.1;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
тнплерхм 0,85ц ра ╧60;1.0;145.75;175.07;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яслюрпхорюм 100лц ра ╧2;1.0;122.88;160.39;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
рспанякхл йнте йюосвхмн 9,5ц ╧10;1.0;326.14;472.95;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмрхцпхоохм люйя ялнпндхмю онп ╧6;1.0;167.35;167.35;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
пнгсбюярюрхм йюмнм 10лц ра ╧28;1.0;605.13;605.13;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яслюрпхорюм 50лц ра ╧2;1.0;71.15;96.05;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юктюбхр йнялерхй ра ╧60;1.0;332.41;465.69;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юрнпбюярюрхм 40лц ра ╧30;1.0;239.26;305.18;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
цпнопхмняхм 500лц ра ╧20;1.0;517.58;698.73;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхрюлхм е 100лц йюоя ╧10;6.0;19.7;25.71;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
щухмюжхм кхйбхд 50лк;1.0;128.7;173.74;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхйнперре 2лц ра ╧100;1.0;846.66;846.66;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрюкх бюрмше оюкнвйх ╧40 оюй;1.0;8.04;11.65;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
щлюмепю 40лц йюоя N28;1.0;700.05;910.06;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
ярнорсяяхм тк 50лк;1.0;220.27;287.31;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхкдемютхк 100лц ра о/н ╧10;1.0;570.05;741.06;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
мспнтем цекэ 5% 50ц щйяопеяя;1.0;135.96;163.18;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
охюяйкедхм 300лц йюоя ╧30;1.0;1296.55;1685.51;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
янкоюдехм тюяр ра ╧12;1.0;68.86;92.96;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
юпахднк 200лц йюоя ╧10;1.0;390.28;470.28;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь нл мюанп лсф оемю 200лк а-л 75лк ь-мэ 100лк VRU02265;1.0;1210.68;1634.41;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
цсррюяхк йюокх 15лк;1.0;97.28;128.3;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь хдеюк мюа йп д/м/й 50лк+яшб-йю 1,5лк+хдеюкхг 15лк VRU02766;1.0;1409.51;1902.83;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь хдеюк мюа яшб-йю 30лк+оемйю 150лк VRU02838;1.0;1207.73;1630.43;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь кхтр ю мюа йпел 30лк яшб-йю 1,5лку10+лхж к-нм 200лк VRU02768;1.0;1259.06;1699.73;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь менбюд GF мюа йп дм м/й 50лк+лхж к-нм 200лк VRU02259;1.0;1262.6;1704.5;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь менбюд мюа йп мнпл 50лк+яп-бн 3Б1 люйхъф 200лк VRU02772;1.0;1353.46;1827.17;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхвмши гюйюг;1.0;129.69;142.65;2015-02-06 00:00:00.00; ннн "тХПЛЮ цхяя";;
фелвсц нонк дса 250лк;1.0;70.29;70.29;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
гнйюпдхя 7,5лц ра ╧28;3.0;163.21;220.33;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьюктеи ра ╧20 щбюкюп;1.0;50.74;73.57;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхопняоюм 1лк юло ╧1;1.0;177.98;214.29;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
яняйю яхк анк яп нрб 6+ ╧2 12031;1.0;54.74;79.37;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
опнярюрхкем 30лц яб ╧10;1.0;479.45;479.45;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпдхмнпл 5лц ра ╧90;2.0;225.5;269.11;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнмйнп 10лц ра ╧30;1.0;296.93;354.75;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнкцеир рнрюк опнонкхя 100лк;1.0;105.02;105.02;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрюкх бхмця дпюи ╧10 й-12;1.0;33.99;33.99;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
лшкн ф юаянкчр дер вепедю 280лк яюл;1.0;60.27;60.27;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
опегепбюрхбш яхрюаеккю PLATINO аспюм ╧1;1.0;46.23;62.41;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
юкнщ щй-р юло ╧10;5.0;124.5;168.07;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
аепсьх ╧2 MOLDEX;1.0;30.25;40.83;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
бемрнкхм ющп 200днг;1.0;132.55;158.54;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
целюрнцемйю нпеунбюъ 40ц;1.0;10.88;15.77;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
цеоюрпнлахм ц ябевх ╧10;1.0;165.29;219.4;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
цхдпнйнпрхгнм ясяо тк 5лк;1.0;140.14;189.18;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
дейюпхя 50лц ра ╧2;1.0;61.96;74.14;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхйкн-т цк йюокх 5лк;1.0;133.65;160.49;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхкрхюгел 60лц ра ╧30;1.0;88.1;120.41;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
дчтюкюй яхпно 200лк;4.0;270.55;323.59;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
йбхмюйя цк йюо 15лк;1.0;304.98;413.39;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнтехм аемгнюр Na ра ╧6;2.0;24.74;33.39;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
кебнлейнкэ люгэ 40ц;2.0;71.49;97.69;2015-02-04 00:00:00.00; ннн "тХПЛЮ цхяя";;
