Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Мексидол р-р в/в, в/м введ. 50 мг/мл амп 5 мл х5 ;6.0;343.05;414.6;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Фармасофт ПК/Эллара;Россия
Моксонидин табл п/о плен 0,2 мг х28 ;3.0;169.71;218.0;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Северная звезда ЗАО;Россия
Нафтизин 0.1% 15мл фл.-капельн. Инд. Б М;100.0;19.05;25.8;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС;;
Панангин табл. п/о плен х50 ;10.0;119.5;143.7;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Gedeon Richter;Венгрия
Ринофлуимуцил спрей д/носа 10 мл. х1 ;5.0;207.05;252.7;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Zambon Italia;Италия
Симвастатин табл. п/о плен 20 мг х30 ;6.0;46.19;56.3;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; ЗиО-Здоровье ЗАО;Россия
Сиофор 850 табл. п/о 850 мг х60 ;5.0;295.35;357.2;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Berlin-Chemie AG/Menarini Group;Германия
Тантум Верде Спрей 30 мл. х1 ;5.0;322.48;393.5;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Angelini Fransesco;Италия
Тизин Ксило спрей д/носа 0.1 % фл. 10 мл. (70 доз) х1 ;20.0;90.78;110.2;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; D&D/McNeil Manufacturing;Франция
Торвакард табл. п/о плен 40 мг уп.яч. конт. х90 ;1.0;1248.47;1433.2;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Zentiva;Чешская республ
Фолиевая Кислота 1мг таб. Х50 (R) Б;10.0;22.35;29.5;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС;;
Церебролизин р-р амп. 10 мл. х5 ;1.0;1205.91;1395.3;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Ever Neuro Pharm;Австрия
Церебролизин р-р амп. 5 мл. х5 ;2.0;799.16;908.1;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Ebewe;Австрия
Энтерофурил капс. 100 мг х30 ;1.0;252.2;307.7;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Bosnalijek;Босния и Герцег
Эриус сироп 60 мл. х1 ;1.0;507.47;619.2;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Schering-plough;Бельгия
Бисептол табл. 480 мг х28 ;5.0;80.05;96.5;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Polfa;Польша
Кипферон свечи х10 ;2.0;562.29;652.3;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Алфарм;Россия
Кортексин лиоф. д/р-р в/м введ. 10 мг фл. х10 ;3.0;1074.25;1246.2;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Герофарм;Россия
Лазолван р-р д/вн.пр.и ингал. 7.5 мг/мл фл. 100 мл. (мензурка) х1 ;6.0;330.06;400.4;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Boehringer Ingelheim/Instituto De Angeli;Италия
Моксонидин табл п/о плен 0,4 мг х28 ;3.0;237.9;318.7;2015-02-10 00:00:00.00;ООО ФК ПУЛЬС; Северная звезда ЗАО;Россия
Ампициллина тригидрат таб 0.25г N20 ;20.0;11.68;14.2;2015-02-10 00:00:00.00;ООО Надежда; Белмедпрепараты РУП;Беларусь
Аспиратор назал -спринцовка Б 1-1 (наконечник полипропилен) ;2.0;62.94;77.0;2015-02-10 00:00:00.00;ООО Надежда; Альпина Пласт ООО;Россия
Аспиратор назал Слоник (инд. уп-ка) ;2.0;38.1;52.0;2015-02-10 00:00:00.00;ООО Надежда; Поликом ЗАО;Украина
Дропси карамель леденцовая 3.25г N10 мята ;5.0;9.96;15.0;2015-02-10 00:00:00.00;ООО Надежда; ООО "ДОРО";Россия
Зингер книпсер (арт.zo-SLN-602 F) с пилкой ;1.0;67.32;87.6;2015-02-10 00:00:00.00;ООО Надежда; Zinger GmbH фирма;Германия
Зингер набор маникюр (арт.SIS-15) ;1.0;85.12;110.7;2015-02-10 00:00:00.00;ООО Надежда; "MM-Zinger Korea";Корея
Зингер набор педикюр (арт.zo-SIS-32-1) (шлифовка/терка с бритвой/лезвия) ;1.0;228.99;297.7;2015-02-10 00:00:00.00;ООО Надежда; "MM-Zinger Korea";Корея
Зингер пилка д/ногтей (вид 090 арт.cz-090011) стекл в чехл ;1.0;64.75;84.2;2015-02-10 00:00:00.00;ООО Надежда; BORN;Чехия
Зингер пинцет д/удал волосков (арт.zo-B-158-D-SH) скошенный ;1.0;85.78;111.6;2015-02-10 00:00:00.00;ООО Надежда; Zinger GmbH фирма;Германия
Зингер скребок д/педикюра с бритвой (арт.RF-0101) (цвет белый матовый) ;1.0;134.27;174.6;2015-02-10 00:00:00.00;ООО Надежда; Zinger GmbH фирма;Германия
Кальция хлорид р-р д/ин 10% 10мл N10 ;5.0;37.83;51.1;2015-02-10 00:00:00.00;ООО Надежда; Мосхимфармпрепараты ОАО;Россия
Повязка на рану Космопор Антибактериал (ионы серебра) 10х6см N1 с впитывающей по ;5.0;24.09;32.6;2015-02-10 00:00:00.00;ООО Надежда; Пауль Хартманн АГ;Германия
Присыпка детская Фиторос 40г календула ;5.0;11.79;17.7;2015-02-10 00:00:00.00;ООО Надежда; Фиторос ООО;Россия
Ромашки цветки ф/п 1.5г N20 ;20.0;29.74;40.2;2015-02-10 00:00:00.00;ООО Надежда; Фитофарм НПО ООО;Россия
Сбор Арфазетин-Э ф/п 2.5г N20 ;6.0;29.64;40.1;2015-02-10 00:00:00.00;ООО Надежда; Фитофарм НПО ООО;Россия
Система инфузионная (д/переливания р-ров) ;50.0;13.03;17.6;2015-02-10 00:00:00.00;ООО Надежда; SFM Hospital;Германия
Скипидарная мазь 25г (банка) ;10.0;24.49;33.1;2015-02-10 00:00:00.00;ООО Надежда; Ярославская ф/ф ЗАО;Россия
Цинк сульфат+борн. к-та капли глазн 10мл (фл-кап)(инд уп-ка) ;10.0;29.81;40.3;2015-02-10 00:00:00.00;ООО Надежда; Диафарм  ЗАО;Россия
Рибоксин таб п/о 0.2г N50 ;10.0;15.5;21.0;2015-02-10 00:00:00.00;ООО Надежда; Борисовский завод медицинских препаратов;Беларусь
АТРОВЕНТ Н 20МКГ/ДОЗА 200ДОЗ 10МЛ АЭРОЗОЛЬ ;3.0;338.25;406.5;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Берингер Ингельхайм Фарма ГмбХ и Ко.КГ;Германия
БЕЛЛАСТЕЗИН 0,3 N10 ТАБЛ ;10.0;41.8;56.5;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Татхимфармпрепараты ОАО;Россия
Беродуал Н 10мл 200доз Аэр.;5.0;449.24;543.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
БИПРОЛ 0,005 N30 ТАБЛ ПЛЕН/О ;2.0;88.88;107.1;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; МАКИЗ-ФАРМА;Россия
БРОМГЕКСИН 0,008 N50 ТАБЛ ;10.0;10.56;14.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Обновление ПФК ЗАО;Россия
ВЕСТИКАП 0,024 N30+30 КАПС ;10.0;403.48;492.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
ВИКАЛИН N10 ТАБЛ ;6.0;20.24;27.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Обновление ПФК ЗАО;Россия
Випросал В мазь 50г туба;5.0;205.04;250.2;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ВИТРУМ N130 ТАБЛ П/О ;1.0;966.68;1121.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Юнифарм Инк;США
ВИТРУМ ЮНИОР N30 ЖЕВ ТАБЛ ;2.0;308.11;375.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Юнифарм Инк;СОЕДИНЕННЫЕ ШТАТЫ
ВОЛЬТАРЕН 0,015/СУТ N2 ПЛАСТЫРЬ ТРАНСДЕРМ ;2.0;115.72;141.2;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Доджин Ияку-Како Ко.Лтд/Фамар С.А.;Япония
Гексорал 0.1% р-р 200мл;3.0;163.79;199.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ГЕЛЬ-СМАЗКА CONTEX FLASH 30МЛ ;2.0;106.26;130.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Альтермед Корпорэйшн с.р.о.;Чешская Республика
ГЕПАРИНОВАЯ 25,0 МАЗЬ ;20.0;39.27;53.1;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Алтайвитамины ЗАО;Россия
Гербион сироп подорожника 150мл фл. Б М;5.0;201.08;245.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ДЕПРИМ N30 ТАБЛ ;1.0;163.79;199.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
Диувер 5мг таб. №20;5.0;218.9;267.1;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Д-Пантенол 5% мазь 25,0;5.0;200.97;245.2;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Изопринозин 0.5 №50 тб.;1.0;1202.74;1395.2;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ИМУДОН N24 ТАБЛ Д/РАССАС ;5.0;320.54;391.1;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Томскхимфарм;Россия
Ингалипт аэр. 30мл;10.0;51.15;69.1;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Йодомарин 200мг №100 тб. Берлин-Хеми;5.0;188.87;227.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
КАГОЦЕЛ 0,012 N10 ТАБЛ ;6.0;185.9;229.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; НИАРМЕДИК Плюс;Россия
КАРВЕДИЛОЛ 0,0125 N30 ТАБЛ ;5.0;94.6;113.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Вертекс ЗАО;Россия
КЕНАЛОГ 40 0,04/МЛ 1МЛ N5 АМП СУСП Д/ИН ;2.0;358.38;440.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; КРКА;Словения
КЕТОНАЛ 0,05/МЛ 2МЛ N10 АМП Р-Р В/В В/М ;5.0;180.62;224.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
КЛЕЕНКА ПОДКЛАДНАЯ ПВХ КОЛОРИТ 2,0Х1,4М/Б/ОКАНТОВ ;3.0;129.47;158.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Колорит;Россия
Колдакт флю плюс  лонг капс. №10;10.0;98.78;120.6;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
КОНТЕЙНЕР МЕДИЦИНСКИЙ ОДНОРАЗОВЫЙ 120МЛ/СТЕР ;100.0;9.02;13.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Перинт;Россия
Курантил N 75мг № 40 тб.п/о;5.0;511.28;623.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
КУРНОСИКИ ИГРУШКА Д/ВАННОЙ ЖИВОТНЫЕ АФРИКИ ;1.0;256.52;313.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; L.K. Industrial (H.K.) Co.;Китай
Лавомакс таб. п/о 125мг №6;3.0;391.93;485.5;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Ликонтин-Универсал 240мл р-р д/линз;5.0;81.51;99.5;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ЛОРИСТА 0,1 N90 ТАБЛ П/О ;3.0;537.13;648.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; КРКА-РУС;Россия
ЛОРИСТА Н 0,05+0,0125 N60 ТАБЛ П/О ;5.0;342.21;417.6;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; КРКА;Словения
МЕКСИДОЛ 0,05/МЛ 2МЛ N10 АМП Р-Р В/В В/М/ЭЛЛАРА ;6.0;368.72;444.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Эллара;Россия
НАТРИЯ ХЛОРИД 0,9% 400МЛ N15 БУТЫЛКА Р-Р Д/ИНФ ;1.0;414.37;493.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Мосфарм;Россия
НЕО-ПЕНОТРАН ФОРТЕ N7 СУПП ВАГ ;1.0;697.84;809.5;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Эмбил Фармацеутикал Ко.Лтд;Турция
НИКОРЕТТЕ 0,002 N30 ТАБЛ ПОДЪЯЗЫЧ ;1.0;346.39;422.6;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; МакНил АБ;Швеция
НИФЕДИПИН 0,01 N50 ТАБЛ П/ПЛЕН/ОБОЛОЧ ;20.0;33.33;41.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
Ново-пассит 200мг  №10 тб.;5.0;162.58;198.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ОВЕНКОР 0,02 N30+30 ТАБЛ П/О ;5.0;432.19;514.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
ОКТОЛИПЕН 0,03/МЛ 10МЛ N10 АМП КОНЦ Д/Р-РА ;3.0;315.37;381.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Уфимский витаминный завод;Россия
Пиносол мазь 10г;1.0;186.67;227.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ПОЛИФЕПАН 250,0 ПОР;3.0;92.84;113.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Простамол Уно 320мг капс. №30 Берлин-Хеми;3.0;574.09;700.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
РЕВИТ N100 ДРАЖЕ ;5.0;29.81;40.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-УфаВИТА ОАО;Россия
РЕТИНОЛА АЦЕТАТ 3,44% 50МЛ МАСЛ Р-Р ;5.0;65.12;77.5;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; МАРБИОФАРМ ОАО;Россия
Ринза таб. №10;10.0;83.6;102.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
РОЗАРТ 0,02 N30 ТАБЛ П/О ;2.0;549.45;670.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Актавис Лтд;Мальта
РОКСЕРА 0,01 N90 ТАБЛ П/О ;1.0;1267.42;1470.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; КРКА;Словения
СТОДАЛЬ 200МЛ СИРОП ;2.0;196.79;240.1;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Лаборатория Буарон;Франция
Суприма-Бронхо сироп 100мл;5.0;101.09;123.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Тенотен детский №40 таб. д/рассас.;5.0;153.01;186.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ФЛОРАЦИД 0,5 N10 ТАБЛ П/О ;1.0;678.59;775.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Валента Фармацевтика;Россия
Флюколдекс-Н №12 тб.;5.0;66.0;89.1;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ХОНДРОКСИД ФОРТЕ 30,0 КРЕМ ;5.0;297.22;362.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Нижфарм ОАО;Россия
ЦЕРЕКАРД 0,05/МЛ 2МЛ N10 АМП Р-Р В/В В/М ;5.0;237.27;282.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Альтаир;Россия
ЧАБРЕЦА ТРАВА 50,0 ;5.0;27.94;37.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; ЗДОРОВЬЕ ФИРМА;Россия
Энап-Н 10мг/25мг №20 таб.;10.0;142.89;174.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ЭНТЕРОЛ 0,25 N30 КАПС/БЛИСТЕР ;2.0;421.19;513.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Биокодекс;Франция
CANPOL BABIES ПРОРЕЗЫВАТЕЛЬ 13/109 ;1.0;96.27;126.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Canpol Sp.z.o.o. SKA;Польша
CANPOL BABIES ПРОРЕЗЫВАТЕЛЬ 9/501 ;1.0;71.93;95.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Canpol Sp.z.o.o. SKA;Тайвань (Китай)
АЛЕРАНА ВИТАМИННО-МИНЕРАЛЬНЫЙ КОМПЛЕКС N60ТАБЛ ;1.0;393.55;511.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Вертекс (ЗАО);Россия
Доппельгерц Витамины д/больных диабетом Таб. Х30 .@;2.0;201.33;261.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ЗЕЛЕНАЯ АПТЕКА МАСЛО САНД/НЕРОЛ/РОЗ Д/ВАН/ДУШ250М ;1.0;127.87;166.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; НПО Эльфа;Украина
Йод-Актив №80 /БАД/;3.0;68.33;88.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
КУРНОСИКИ ПОИЛЬНИК МАЛЕНЬКИЙ 4+ 125МЛ ;1.0;68.7;104.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Royal King Infant Products Co.;Таиланд
МАСЛО РАСТОРОПШИ МИРРОЛЛА N100 КАПС ;5.0;26.42;39.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Мирролла;Россия
МУЛЬТИ-ТАБС КЛАССИК N30 ТАБЛ П/О ;1.0;248.62;323.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Ферросан А/С;Дания
Репейное масло 100мл;5.0;30.15;45.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Селен Актив №30 /БАД/;1.0;58.37;87.6;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Сироп Боярышник с шиповником 250мл .@ Б М;2.0;55.01;82.6;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
СИРОП ЗЕЛЕНОГО ЧАЯ С ШИПОВНИКОМ 250МЛ ;2.0;55.57;83.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; АСТРОМАР ООО;Россия
ФЕРРОГЕМАТОГЕН ДЕТСКИЙ 25,0 ЖЕВ ПАСТИЛКА ;40.0;11.08;16.7;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Лексредства ОАО;Россия
ЭЛЕУТЕРОКОКК П N100 ТАБЛ ;5.0;34.5;51.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Парафарм ООО;Россия
ЭМОЛИУМ ЭМУЛЬСИЯ СПЕЦИАЛЬНАЯ Д/ТЕЛ 200МЛ ;1.0;534.01;694.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Непентес АО;Польша
HUGGIES ПОДГУЗНИКИ CLASSIC 3/4-9КГ N16 ;3.0;142.45;175.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Кимберли-Кларк;Россия
АВАМИС 27,5МКГ/ДОЗА 120ДОЗ N1 ФЛАК НАЗ СПРЕЙ ;2.0;535.48;653.3;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Глаксо Оперэйшенс Великобритания Лтд;Великобритания
БЕТАГИСТИН 0,024 N60 ТАБЛ ;5.0;109.23;133.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Северная Звезда;Россия
КАТАДОЛОН 0,1 N30 КАПС ;1.0;765.82;888.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Плива Краков;Германия
МАГНИЯ СУЛЬФАТ 0,25/МЛ 5МЛ N10АМП Р-Р В/В ;6.0;27.5;33.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Микроген НПО ФГУП  МЗ РФ "Вирион" г. Томск;Россия
Релиф Свечи Геморроидальные Х12;5.0;272.03;331.9;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
ЦЕРЕКАРД 0,05/МЛ 5МЛ N5 АМП Р-Р В/В В/М ;5.0;217.25;258.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Альтаир;Россия
Эссенциале Н форте 300мг №30 капс.;6.0;486.09;593.1;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
HAIR VITAL ШАМПУНЬ Д/УКР/РОСТА ВОЛОС 200МЛ ;1.0;151.9;198.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Бетафарма С.п.А.;Италия
HAIR VITAL ШАМПУНЬ П/ПЕРХОТИ 200МЛ ;1.0;164.94;215.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Бетафарма С.п.А.;Италия
ЛОШАДИНАЯ СИЛА БАЛЬЗАМ-ГЕЛЬ Д/ТЕЛА 500МЛ ;3.0;359.03;466.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Р. Косметик ООО;Россия
ПРОПЕЛЛЕР PORE VACUUM ГЕЛЬ-СКРАБ ОТ ЧЕР ТОЧ150МЛ ;2.0;69.94;91.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Народные промыслы;Россия
ПРОПЕЛЛЕР PORE VACUUM ФЛЮИД ВОЗДУШ ОТ ЧЕР ТОЧ50МЛ ;1.0;68.81;89.5;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Народные промыслы;Россия
ПРОПЕЛЛЕР TURBO ACTIVE 3В1/ГЕЛЬ/СКРАБ/МАСКА150МЛ ;2.0;95.76;124.5;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Народные промыслы;Россия
ТАБЛЕТКИ СОННЫЕ N30 ;5.0;119.07;154.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Леовит-Нутрио ООО;Россия
АЦЦ 100 табл.шипуч 100мг №20 ;3.0;197.36;240.8;2015-02-10 00:00:00.00; АНО "Здравсервис"; Салютас Фарма ГмбХ;ГЕР
Аджисепт тб д/рассасыв мед/лимон №24 ;3.0;62.3;76.1;2015-02-10 00:00:00.00; АНО "Здравсервис"; Аджио Фармацевтикалз ЛтД;ИНД
Бандаж фиксирующий поддерживающий для руки(косынка) мод.Т-8102 р.M(44-46) ;1.0;223.96;275.0;2015-02-10 00:00:00.00; АНО "Здравсервис"; ТД Тривес СПБ ООО;РОС
Верапамил табл. п.о. 80мг №50 ;10.0;54.4;68.2;2015-02-10 00:00:00.00; АНО "Здравсервис"; Ирбитский ХФЗ;РОС
Витаон бальзам фл 50мл ;3.0;162.63;211.5;2015-02-10 00:00:00.00; АНО "Здравсервис"; Литомед;РОС
Гель-бальзам 911 для ног с экстрактом пиявки 100мл ;3.0;66.45;99.7;2015-02-10 00:00:00.00; АНО "Здравсервис"; Твинс Тэк ЗАО;РОС
Зверобой трава 50г ;5.0;32.3;43.7;2015-02-10 00:00:00.00; АНО "Здравсервис"; Фитофарм ПКФ ООО;РОС
Клотримазол крем 1% 20г ;5.0;28.7;38.8;2015-02-10 00:00:00.00; АНО "Здравсервис"; Седейт ХелзКэр;ИНД
Кордиамин р-р д/ин 250мг/мл амп 1мл №10 ;2.0;215.0;262.4;2015-02-10 00:00:00.00; АНО "Здравсервис"; Эллара МЦ;РОС
Кружка Эсмарха №2;2.0;121.52;150.0;2015-02-10 00:00:00.00; АНО "Здравсервис";;
Ламизил крем 1% 15г туба алюм. ;2.0;378.9;462.3;2015-02-10 00:00:00.00; АНО "Здравсервис"; Новартис Консьюмер Хелс СА;ШЦР
Маалокс №20 тб.;5.0;156.22;190.6;2015-02-10 00:00:00.00; АНО "Здравсервис";;
Метрогил р-р д/инф.100мл;10.0;21.84;26.6;2015-02-10 00:00:00.00; АНО "Здравсервис";;
Метронидазол тб 250мг уп.конт.яч. №20 ;20.0;7.56;9.2;2015-02-10 00:00:00.00; АНО "Здравсервис"; Фармстандарт-Лексредства;РОС
Пижма цветки 50г ;5.0;25.6;34.6;2015-02-10 00:00:00.00; АНО "Здравсервис"; Фитофарм ПКФ ООО;РОС
Пустырник форте табл. №40 ;6.0;89.21;116.0;2015-02-10 00:00:00.00; АНО "Здравсервис"; Эвалар ЗАО;РОС
Силимар тб 100мг N30 ;5.0;61.12;82.6;2015-02-10 00:00:00.00; АНО "Здравсервис"; Фармцентр Вилар;РОС
Синекод сироп ванильный 1,5мг/мл фл 200мл ;5.0;265.66;324.2;2015-02-10 00:00:00.00; АНО "Здравсервис"; Новартис Консьюмер Хелс СА;ШЦР
Терафлю от гриппа и простуды пор раств саше вкус лимона N10 ;12.0;262.51;321.0;2015-02-10 00:00:00.00; АНО "Здравсервис"; Фамар Франция/Но;ФРА
Тест-полоски Контур ТС №50 ;1.0;765.67;890.0;2015-02-10 00:00:00.00; АНО "Здравсервис"; Байер Консумер Кэр АГ;ШЦР
Трависил тб д/рассасыв апельсин №16 ;3.0;122.95;150.1;2015-02-10 00:00:00.00; АНО "Здравсервис"; Плетхико Фармасьютикалз лтд;ИНД
Хондролон лиоф. д/р-ра для в/м введ 100мг амп  №10 ;2.0;1199.0;1390.9;2015-02-10 00:00:00.00; АНО "Здравсервис"; Микроген ФГУП НПО-Вирион НПО ГП;РОС
Эффералган тб шипуч 500мг №16 ;5.0;98.76;120.5;2015-02-10 00:00:00.00; АНО "Здравсервис"; Бристол-Майерс Сквибб;ФРА
Бисопролол-Прана табл. п.п.о. 5мг №30 ;10.0;22.48;27.4;2015-02-10 00:00:00.00; АНО "Здравсервис"; Пранафарм ООО;РОС
Шампунь Hair Vital Део для всех типов волос 200мл ;1.0;132.89;173.0;2015-02-10 00:00:00.00; АНО "Здравсервис"; Бетафарма;ИТА
Шампунь Hair Vital против выпадения волос 200мл ;1.0;138.35;180.0;2015-02-10 00:00:00.00; АНО "Здравсервис"; Бетафарма;ИТА
Глеацер р-р для в/в в/м введ 250мг/мл 4мл N3 амп уп конт пласт ;5.0;245.52;295.1;2015-02-10 00:00:00.00; ЗАО "ПрофитМед"; Альтаир ООО/ЭкоФармПлюс ЗАО;Россия
Глеацер р-р для в/в в/м введ 250мг/мл 4мл N5 амп уп конт пласт ;5.0;395.12;474.9;2015-02-10 00:00:00.00; ЗАО "ПрофитМед"; Альтаир ООО/ЭкоФармПлюс ЗАО;Россия
Индапамид капс 2,5мг N30 (уп конт яч N10х3) ;10.0;12.87;15.7;2015-02-10 00:00:00.00; ЗАО "ПрофитМед"; Вертекс ЗАО;Россия
Аргосульфан 2% 40г крем туба ;2.0;310.9;379.3;2015-02-10 00:00:00.00;Фармкомплект; Jelfa;ПОЛЬША
Атаракс 25мг №25 таб. п/пл/о ;3.0;250.36;305.9;2015-02-10 00:00:00.00;Фармкомплект; UCB;БЕЛЬГИЯ
Бессмертника цветки 50г (фитофарм) ;6.0;36.6;49.5;2015-02-10 00:00:00.00;Фармкомплект; Фитофарм ПКФ ООО;РОССИЯ
Диувер 10мг №20 таб. ;3.0;362.92;442.8;2015-02-10 00:00:00.00;Фармкомплект; Pliva Hrvatska;ХОРВАТИЯ
Дюфалак 200мл сироп ;3.0;265.39;318.4;2015-02-10 00:00:00.00;Фармкомплект; Abbott  Biologicals;НИДЕРЛАНДЫ
