Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Конкор таб. п/о плён. 5мг №50 ;1.0;293.92;351.1;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Merck KGaA;Германия
Капотен 25мг Таб. Х28 (R) ;1.0;124.2;149.69;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Акрихин ОАО;РОССИЯ
Орвирем (ремантадин) сироп дет.(от 1года) 0,2% фл. 100мл Б ;1.0;178.67;222.84;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Олифен корпорация ЗАО;РОССИЯ
Пирантел 250мг/5мл Сусп. д/приема внутрь 15мл Фл. Б М (R) ;1.0;45.23;56.38;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Медана Фарма Акционерное Общество;ПОЛЬША
Глаупрост капли гл. 0,005% фл.-капельница 2,5мл №1 ;1.0;480.7;605.68;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; К.О.Ромфарм Компани С.р.Л.;Румыния
Глицерин суппозитории ректальные 2.11г №10 ;6.0;114.73;144.55;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Нижфарм ОАО;Россия
Глюкованс таб. п/о плен. 5мг/500мг №30 ;1.0;199.87;251.83;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Merck Sante s.a.s.;Франция
Дантинорм бэби р-р д/вн. приема гомеопат.конт. 1мл (1 доза) №10 ;1.0;257.4;324.32;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Лаборатория Буарон FR;Франция
Детралекс таб. п/о плён. 500 мг №60 ;1.0;1303.83;1642.82;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Servier/Сердикс ООО FR;Франция
Карбопект  капс. 110мг №20 ;15.0;66.22;78.89;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Медисорб;Россия
Кардикет таб. пролонг. действ. 20мг №50 ;1.0;114.29;137.09;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Эйсика Фармасьютикалз Гмбх;Германия
Левомеколь мазь для наружного прим. 40г №1 ;10.0;75.46;95.07;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Нижфарм ОАО;Россия
Мастофитон капс. 0,45г №30 (бад) ;1.0;171.23;256.84;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Здоровье Нации;Россия
Панзинорм форте 20 000 таб. п/о кш/раств. №30 ;1.0;190.3;230.46;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; KRKA d.d./КРКА-Рус ООО;Россия
Прополиса мазь гомеопатическая 30г ;1.0;41.14;51.83;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Московская фарм.ф-ка;Россия
Слабилен капли 0,75% фл.-капельница 15мл ;2.0;106.26;133.88;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Лэнс Фарм.;Россия
Фитогастрол (желудочно-кишечный сбор) фильтр-пакет №20*2.0г. ;1.0;53.13;66.94;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Красногорсклексредства;Россия
Фитолакс таб. по 0,5г №20 (бад) ;2.0;111.64;167.45;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Эвалар;Россия
Хондроксид мазь д/нар. прим. 5 % 30 г ;1.0;271.81;342.48;2015-02-09 00:00:00.00; ЗАО ЦВ "Протек"; Нижфарм ОАО;Россия
Капотен 25мг Таб. Х28 (R) ;1.0;124.2;149.69;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Акрихин ОАО;РОССИЯ
Орвирем (ремантадин) сироп дет.(от 1года) 0,2% фл. 100мл Б ;1.0;178.67;222.84;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Олифен корпорация ЗАО;РОССИЯ
Пирантел 250мг/5мл Сусп. д/приема внутрь 15мл Фл. Б М (R) ;1.0;45.23;56.38;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Медана Фарма Акционерное Общество;ПОЛЬША
ГАМАМЕЛИС N10 СУПП РЕКТ ГОМЕОПАТИЧ ;2.0;52.25;0.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; МОСКОВСКАЯ ФАРМ. ФАБРИКА;Россия
ДЕПАКИН ХРОНО 0,5 N30 ТАБЛ ПРОЛОНГ П/О ;2.0;556.38;668.53;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Санофи Винтроп Индастри;Франция
МАСТОДИНОН 100МЛ ФЛАК/КАП КАПЛИ ;1.0;565.4;701.96;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Бионорика СЕ;Германия
МЕТОПРОЛОЛ-РАТИОФАРМ 0,05 N30 ТАБЛ ;1.0;24.31;30.09;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Меркле ГмбХ;Германия
ОТРИВИН МЕНТОЛ/ЭВКАЛИПТ 0,1% 10МЛ НАЗ СПРЕЙ ;3.0;170.72;204.04;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Новартис Консьюмер Хелс С.А.;Швейцария
ПУСТЫРНИКА ЭКСТРАКТ 0,014 N10 ТАБЛ ;20.0;16.06;21.03;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Вифитех ЗАО;Россия
ТАГИСТА 0,016 N30 ТАБЛ ;2.0;106.81;127.55;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; МАКИЗ-ФАРМА;Россия
ТОБРАДЕКС 5МЛ ГЛ КАПЛИ ;1.0;249.37;307.71;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Алкон-Куврер Н.В. С.А.;Бельгия
БАРХАТНЫЕ РУЧКИ КРЕМ ИНТЕНСИВ МОЛОД КОЖИ Д/РУК80МЛ ;1.0;72.6;97.09;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Юнилевер Русь;Россия
БАРХАТНЫЕ РУЧКИ КРЕМ ПИТАТЕЛЬНЫЙ Д/РУК 80МЛ ;1.0;33.05;45.65;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Юнилевер Русь;Россия
БАРХАТНЫЕ РУЧКИ КРЕМ РОСКОШЬ МАКАДАМ Д/РУК80МЛ ;1.0;48.6;68.44;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; КАЛИНА ОАО;Россия
ГАЛЕНОФАРМ МАСЛО АНТИЦЕЛЛЮЛИТНОЕ 100МЛ ;1.0;60.6;91.01;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фарм. фабрика Санкт-Петербурга;Россия
ДИАДЕРМ КРЕМ Д/РУК И НОГТЕЙ 75МЛ ;1.0;59.85;87.22;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Аванта;Россия
ЗОЛОТОЙ ШЕЛК PHYTO PIROX ШАМПУНЬ ИНТЕН П/ПЕРХ250МЛ ;2.0;118.53;166.2;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Народные промыслы;Россия
МАСКА Д/ВОЛОС ДРОЖЖЕВ МОЛОКО/ОЛИВ БЛЕСК/ОБЪЕМ 30МЛ ;2.0;23.01;31.86;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фитокосметик ООО;Россия
МАСКА Д/ВОЛОС КЕФИРНАЯ/РЕПЕЙН СМЯГЧ/ВОССТАН 30МЛ ;2.0;25.81;34.65;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фитокосметик ООО;Россия
МАСЛО ЭФИРНОЕ АПЕЛЬСИН 10МЛ ИНД/УП/НАТУР МАСЛА ;2.0;22.95;32.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Натуральные масла;Россия
МАСЛО ЭФИРНОЕ ГРЕЙПФРУТ 10МЛ ИНД/УП ;1.0;44.78;59.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Натуральные масла;Россия
СКОРАЯ ПОМОЩЬ БАЛЬЗАМ Д/РАН 35МЛ ;2.0;78.72;115.84;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; КоролевФарм;Россия
Гендевит Драже Х50 ;1.0;34.73;43.31;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Марбиофарм ОАО;РОССИЯ
Сиофор 1000 1000мг Таб. п/о Х60 (R) ;1.0;393.59;474.29;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Берлин-Хеми АГ;ГЕРМАНИЯ
Кетонал Крем д/наруж. прим. 5% 30г ;2.0;213.44;266.21;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Салютас Фарма ГмбХ;ГЕРМАНИЯ
Компливит Таб. п/о Х60 ;3.0;105.75;131.89;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Фармстандарт-УфаВИТА ОАО;РОССИЯ
Конвулекс 300мг/мл капли д/приема внутрь 100мл Фл.-кап. Б М (R) ;2.0;184.64;221.13;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Г.Л.Фарма ГмбХ/Герот Фармацойтика ГмбХ;АВСТРИЯ
Сиофор 850 850мг Таб. п/о Х60 (R) ;2.0;303.21;365.14;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Менарини-Фон Хейден ГмбХ/Берлин-Хеми АГ;ГЕРМАНИЯ
Бифиформ Капс.кишечнораств. Х30 ;1.0;367.58;458.46;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Ферросан;ДАНИЯ
Гастал Таб. д/рассасывания Х30 ;1.0;170.87;213.12;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Тева Оперейшнс Поланд Сп.з.о.о.;ПОЛЬША
Капотен 25мг Таб. Х56 (R) ;1.0;182.53;230.34;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Акрихин ОАО;РОССИЯ
Найз 100мг Таб. Х20 ;1.0;178.71;222.89;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Д-р Редди'с Лабораторис Лтд;ИНДИЯ
Но-шпа 40мг Таб. Х60 (R) ;1.0;186.45;222.81;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Хиноин Завод Фармацевтических и Химических Продуктов;ВЕНГРИЯ
Омез 20мг Капс. Х30 (R) ;1.0;164.26;196.27;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Д-р Редди'с Лабораторис Лтд;ИНДИЯ
Резалют Про Капс. Х100 ;1.0;1239.36;1545.8;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Каталент Германия Эбербах ГмбХ;ГЕРМАНИЯ
Сиофор 850 850мг Таб. п/о Х60 (R) ;1.0;305.93;367.86;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Менарини-Фон Хейден ГмбХ/Берлин-Хеми АГ;ГЕРМАНИЯ
Спазмалгон Таб. Х20 ;1.0;109.63;136.73;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Балканфарма-Дупница АД;БОЛГАРИЯ
Кетонал Крем д/наруж. прим. 5% 50г ;3.0;307.88;384.0;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Салютас Фарма ГмбХ;ГЕРМАНИЯ
Мидокалм 150мг Таб. п/пл/об. Х30 ;1.0;238.22;298.91;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Гедеон Рихтер-РУС ЗАО;РОССИЯ
Панадол Детский 120мг/5мл сусп. д/приёма внутрь 100мл Фл. Х1 Б М (R) ;1.0;82.5;98.31;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Фармаклер (ГСКХ);ФРАНЦИЯ
Кетонал Крем д/наруж. прим. 5% 50г ;3.0;307.88;384.0;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Салютас Фарма ГмбХ;ГЕРМАНИЯ
Мидокалм 150мг Таб. п/пл/об. Х30 ;1.0;238.22;298.91;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Гедеон Рихтер-РУС ЗАО;РОССИЯ
Панадол Детский 120мг/5мл сусп. д/приёма внутрь 100мл Фл. Х1 Б М (R) ;1.0;82.5;98.31;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Фармаклер (ГСКХ);ФРАНЦИЯ
Гендевит Драже Х50 ;1.0;34.73;43.31;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Марбиофарм ОАО;РОССИЯ
Сиофор 1000 1000мг Таб. п/о Х60 (R) ;1.0;393.59;474.29;2015-02-10 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Берлин-Хеми АГ;ГЕРМАНИЯ
ГАМАМЕЛИС N10 СУПП РЕКТ ГОМЕОПАТИЧ ;2.0;52.25;0.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; МОСКОВСКАЯ ФАРМ. ФАБРИКА;Россия
ДЕПАКИН ХРОНО 0,5 N30 ТАБЛ ПРОЛОНГ П/О ;2.0;556.38;668.53;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Санофи Винтроп Индастри;Франция
МАСТОДИНОН 100МЛ ФЛАК/КАП КАПЛИ ;1.0;565.4;701.96;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Бионорика СЕ;Германия
МЕТОПРОЛОЛ-РАТИОФАРМ 0,05 N30 ТАБЛ ;1.0;24.31;30.09;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Меркле ГмбХ;Германия
ОТРИВИН МЕНТОЛ/ЭВКАЛИПТ 0,1% 10МЛ НАЗ СПРЕЙ ;3.0;170.72;204.04;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Новартис Консьюмер Хелс С.А.;Швейцария
ПУСТЫРНИКА ЭКСТРАКТ 0,014 N10 ТАБЛ ;20.0;16.06;21.03;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Вифитех ЗАО;Россия
ТАГИСТА 0,016 N30 ТАБЛ ;2.0;106.81;127.55;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; МАКИЗ-ФАРМА;Россия
ТОБРАДЕКС 5МЛ ГЛ КАПЛИ ;1.0;249.37;307.71;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Алкон-Куврер Н.В. С.А.;Бельгия
БАРХАТНЫЕ РУЧКИ КРЕМ ИНТЕНСИВ МОЛОД КОЖИ Д/РУК80МЛ ;1.0;72.6;97.09;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Юнилевер Русь;Россия
БАРХАТНЫЕ РУЧКИ КРЕМ ПИТАТЕЛЬНЫЙ Д/РУК 80МЛ ;1.0;33.05;45.65;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Юнилевер Русь;Россия
БАРХАТНЫЕ РУЧКИ КРЕМ РОСКОШЬ МАКАДАМ Д/РУК80МЛ ;1.0;48.6;68.44;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; КАЛИНА ОАО;Россия
ГАЛЕНОФАРМ МАСЛО АНТИЦЕЛЛЮЛИТНОЕ 100МЛ ;1.0;60.6;91.01;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фарм. фабрика Санкт-Петербурга;Россия
ДИАДЕРМ КРЕМ Д/РУК И НОГТЕЙ 75МЛ ;1.0;59.85;87.22;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Аванта;Россия
ЗОЛОТОЙ ШЕЛК PHYTO PIROX ШАМПУНЬ ИНТЕН П/ПЕРХ250МЛ ;2.0;118.53;166.2;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Народные промыслы;Россия
МАСКА Д/ВОЛОС ДРОЖЖЕВ МОЛОКО/ОЛИВ БЛЕСК/ОБЪЕМ 30МЛ ;2.0;23.01;31.86;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фитокосметик ООО;Россия
МАСКА Д/ВОЛОС КЕФИРНАЯ/РЕПЕЙН СМЯГЧ/ВОССТАН 30МЛ ;2.0;25.81;34.65;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Фитокосметик ООО;Россия
МАСЛО ЭФИРНОЕ АПЕЛЬСИН 10МЛ ИНД/УП/НАТУР МАСЛА ;2.0;22.95;32.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Натуральные масла;Россия
МАСЛО ЭФИРНОЕ ГРЕЙПФРУТ 10МЛ ИНД/УП ;1.0;44.78;59.8;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; Натуральные масла;Россия
СКОРАЯ ПОМОЩЬ БАЛЬЗАМ Д/РАН 35МЛ ;2.0;78.72;115.84;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; КоролевФарм;Россия
Альбадент Бальзам д/полости рта укрепляющий (с минералами) 400мл ;5.0;60.21;90.31;2015-02-10 00:00:00.00;ФораФарм; Фирма ВИТА ООО;
Альбадент Зубная паста комплексный уход (мумие/фтор) 95г ;1.0;50.15;75.22;2015-02-10 00:00:00.00;ФораФарм; Фирма ВИТА ООО;
Альбадент Освежитель д/полости рта (грейпфрут) 10мл ;1.0;26.51;39.76;2015-02-10 00:00:00.00;ФораФарм; Фирма ВИТА ООО;
Альбадент Освежитель д/полости рта (имбирь) 35мл ;1.0;39.39;59.08;2015-02-10 00:00:00.00;ФораФарм; Фирма ВИТА ООО;
Альбадент Освежитель д/полости рта (лимон) 10мл ;1.0;26.55;39.82;2015-02-10 00:00:00.00;ФораФарм; Фирма ВИТА ООО;
Альбадент Освежитель д/полости рта (мята) 10мл ;1.0;26.76;40.14;2015-02-10 00:00:00.00;ФораФарм; Фирма ВИТА ООО;
Альбадент Освежитель д/полости рта (яблоко) 10мл ;1.0;26.37;39.55;2015-02-10 00:00:00.00;ФораФарм; Фирма ВИТА ООО;
Бархатные ручки Королевская Аргана крем/рук 80мл ;1.0;47.07;70.6;2015-02-10 00:00:00.00;ФораФарм; Калина концерн;
Бархатные ручки Крем д/рук г/аллергенный б/запаха 80мл(1101884/65500447) ;1.0;41.43;62.14;2015-02-10 00:00:00.00;ФораФарм; Калина концерн;
Депилятор крем Быстрое удал.д/бикини чув.кож.(алоэ вера)25мл ;4.0;25.66;38.49;2015-02-10 00:00:00.00;ФораФарм; Фитокосметик;
Депилятор крем Быстрое удал.д/бикини чув.кож.(алоэ вера)25мл ;6.0;25.66;38.49;2015-02-10 00:00:00.00;ФораФарм; Фитокосметик;
Коленочки крем-бальзам 50мл ;1.0;92.79;139.18;2015-02-10 00:00:00.00;ФораФарм; Лаборатория Эманси;
Масло грецкого ореха (пищевое) 250мл ;1.0;165.23;247.84;2015-02-10 00:00:00.00;ФораФарм; Дивеево;
Масло иланг-иланг (косметическое) 15мл ;1.0;54.41;81.61;2015-02-10 00:00:00.00;ФораФарм; Дина+;
Масло кунжутное (пищевое) 250мл ;6.0;165.23;247.84;2015-02-10 00:00:00.00;ФораФарм; Дивеево;
Скорая Помощь бальзам/ран 35мл ;3.0;72.6;108.9;2015-02-10 00:00:00.00;ФораФарм; КоролёвФарм;
Софора (плоды) 50г (БАД) ;5.0;26.78;40.16;2015-02-10 00:00:00.00;ФораФарм; Хорст;
Цикорий растворимый 330г в ст.банке ;2.0;102.32;153.47;2015-02-10 00:00:00.00;ФораФарм; Атрус;
Вода чемеричная р-р д/наруж прим 100мл фл т/с ;28.0;19.49;24.53;2015-02-10 00:00:00.00; ЗАО "ПрофитМед"; Московская Фармацевтическая Фабрика;Россия
Амоксициллин гран. д/сусп. 250 мг/5мл фл. 100 мл. (мерн.ложка) х1 ;1.0;101.55;127.95;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Hemofarm A.D.;Сербия
Бархатные ручки Крем для рук смягчающий 80 мл. х1 ;1.0;48.78;73.17;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Калина;Россия
Гентамицин К р-р в/м в/в 40мг/1мл амп. 1 мл. х10 ;1.0;55.33;68.8;2015-02-11 00:00:00.00;ООО ФК ПУЛС; KRKA;Словения
Дибикор табл. 250 мг х60 ;1.0;210.85;265.67;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Пик-фарма ПРО;Россия
Диротон табл. 5 мг х28 ;1.0;147.47;175.69;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Gedeon Richter;Венгрия
Папаверин р-р д/инъек. 20 мг/мл амп. 2 мл. х10 ;1.0;55.09;69.41;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Дальхимфарм;Россия
Пародонтакс F Зубн.паста туба 50 мл х1 ;1.0;105.55;158.32;2015-02-11 00:00:00.00;ООО ФК ПУЛС; GlaxoSmithKline Cons/DeMiclen;Словакия
Снуп Спрей назальн. 0.1 % фл.пласт. распыл. 15 мл х1 ;6.0;103.43;123.22;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Ursapharm/Stada AG;Германия
Терафлю /лимон/ пор. д/приг. р-ра  пак. 22.1 г. х10 ;3.0;250.0;314.99;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Novartis/Famar France;Франция
Флуоксетин капс. 20 мг х20 ;2.0;20.94;27.23;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Алси Фарма;Россия
Фурагин табл. 50 мг х30 ;1.0;158.2;199.33;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Озон;Россия
Шалфей пастилки х24 ;1.0;135.74;171.03;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Natur Produkt;Нидерланды
Эналаприл табл. 10 мг х20 ;24.0;10.43;16.11;2015-02-11 00:00:00.00;ООО ФК ПУЛС; Борисовский завод;Беларусь
Ацетилсалициловая кислота таб 500мг n10 ;100.0;4.51;5.6;2015-02-10 00:00:00.00; ЗАО "ПрофитМед"; Дальхимфарм ОАО;Россия
Метилурацил супп рект 500мг n10 (уп конт яч n5х2) ;3.0;68.64;86.39;2015-02-10 00:00:00.00; ЗАО "ПрофитМед"; Нижфарм ОАО;Россия
Метилурацил супп рект 500мг n10 (уп конт яч n5х2) ;12.0;68.64;86.39;2015-02-10 00:00:00.00; ЗАО "ПрофитМед"; Нижфарм ОАО;Россия
Простамол уно капс 320мг n60 ;1.0;1066.23;1342.07;2015-02-10 00:00:00.00; ЗАО "ПрофитМед"; Berlin-Chemie AG/Menarini Group;Германия
Эксперт волос таб 1г n60 ;1.0;291.46;436.46;2015-02-10 00:00:00.00; ЗАО "ПрофитМед"; Эвалар ЗАО;Россия
Индапамид ретард таб.п/о 1,5мг №30 Озон ;3.0;21.06;26.06;2015-02-10 00:00:00.00;ЗАО ФТК "Время"; Озон ООО;РОССИЯ
Боярышник форте капс 0.3г N30 ;1.0;62.61;93.91;2015-02-12 00:00:00.00;Надежда-Фарм; Витамер ООО;Россия
Водяного перца экстракт 25мл (инд уп-ка) ;1.0;25.33;31.91;2015-02-12 00:00:00.00;Надежда-Фарм; Бэгриф  ООО;Россия
Гамамелис мазь гомеопат 30г (при геморрое)(туба) ;3.0;24.0;30.24;2015-02-12 00:00:00.00;Надежда-Фарм; Московская ф/ф ЗАО;Россия
Глаупрост капли глазн 0.005% 2.5мл (фл-кап) ;1.0;491.92;619.81;2015-02-12 00:00:00.00;Надежда-Фарм; К;Румыния
Катетер Фолея 2-х ходовой N18 латекс (баллон 30мл) Апексмед ;10.0;46.66;58.79;2015-02-12 00:00:00.00;Надежда-Фарм; Апексмед;Нидерланды
Клотримазол крем 1% 20г ;1.0;38.38;48.35;2015-02-12 00:00:00.00;Надежда-Фарм; Хиперион С.А.;Румыния
Линекс капс N16 ;2.0;303.86;382.86;2015-02-12 00:00:00.00;Надежда-Фарм; Лек д;Словения
Масло Гвоздики 10мл (эфирное) (инд уп-ка) ;1.0;44.45;66.67;2015-02-12 00:00:00.00;Надежда-Фарм; СиНАМ ООО;Россия
Масло Лимонное 10мл (эфирное) (инд уп-ка) ;1.0;27.63;41.44;2015-02-12 00:00:00.00;Надежда-Фарм; СиНАМ ООО;Россия
Масло Нероли 10мл (эфирное) (инд уп-ка) ;1.0;55.69;83.53;2015-02-12 00:00:00.00;Надежда-Фарм; Лекус ООО;Россия
Масло эфирное ваниль 1.5мл (инд уп-ка) ;2.0;38.71;58.06;2015-02-12 00:00:00.00;Надежда-Фарм; Лекус ООО;Россия
Нитросорбид таб 0.01г N50 ;2.0;21.4;26.47;2015-02-12 00:00:00.00;Надежда-Фарм; Озон ООО;Россия
Пирацетам таб п/пл/о 200мг N60 ;3.0;22.5;27.84;2015-02-12 00:00:00.00;Надежда-Фарм; Озон ООО;Россия
Помада д/губ п/обветривания 4г ;3.0;20.78;31.16;2015-02-12 00:00:00.00;Надежда-Фарм; Дом Соусов;Россия
Скорая помощь крем д/пяток от трещин 100мл ;1.0;104.1;156.14;2015-02-12 00:00:00.00;Надежда-Фарм; КоролевФарм ООО/Фора-фарм ООО НПО;Россия
Тигровый Глаз ОРТО крем Пяточная шпора 75мл ;1.0;63.2;94.8;2015-02-12 00:00:00.00;Надежда-Фарм; Медикомед НПФ ООО;Россия
Успокаивающие травы таб 0.55г N30 ;1.0;87.62;131.42;2015-02-12 00:00:00.00;Надежда-Фарм; ЛЕОВИТ нутрио ООО;Россия
Длянос спрей 0,1% 10мл ;1.0;82.61;98.42;2015-02-10 00:00:00.00;ЗАО ФТК "Время"; Сандоз Прайвит Лимитед;ИНДИЯ
Скорая помощь бальзам для ран 35мл ;2.0;75.65;113.1;2015-02-10 00:00:00.00;ЗАО ФТК "Время"; КоролёвФарм ООО/ФораФарм  НПО ООО;РОССИЯ
Линекс капс. №16 ;2.0;285.61;348.54;2015-02-10 00:00:00.00;ЗАО ФТК "Время"; Лек д.д.;СЛОВЕНИЯ
БИНТ марл. мед.н/с 10*16 в инд. уп. EVERS Life ;30.0;16.98;21.18;2015-02-12 00:00:00.00;ООО "РАФАРМ"-авеста; Эвтекс ООО;РОССИЯ
БИНТ марл.мед. н/с 7*10 в инд. уп. EVERS Life ;30.0;7.87;9.82;2015-02-12 00:00:00.00;ООО "РАФАРМ"-авеста; Эвтекс ООО;РОССИЯ
БИНТ марлев.стер  7х10 Навтекс ;50.0;6.56;8.18;2015-02-12 00:00:00.00;ООО "РАФАРМ"-авеста; Навтекс ООО;РОССИЯ
БОРНАЯ К-ТА р-р спирт. 3% 25мл Иваново (фл) ;10.0;6.08;7.58;2015-02-12 00:00:00.00;ООО "РАФАРМ"-авеста; Ивановская ФФ ОАО;РОССИЯ
БОЯРЫШНИКА Н-КА  25мл МФФ (фл-капельница т/ст инд уп) ;10.0;8.54;10.65;2015-02-12 00:00:00.00;ООО "РАФАРМ"-авеста; Московская ФФ;РОССИЯ
ВАЛЕРИАНЫ Н-КА 25мл МФФ (фл-капельница т/ст инд уп) ;20.0;9.91;12.36;2015-02-12 00:00:00.00;ООО "РАФАРМ"-авеста; Московская ФФ;РОССИЯ
КОЗЛЯТНИК ТРАВА пачка 50г (18%) ;5.0;12.35;18.23;2015-02-12 00:00:00.00;ООО "РАФАРМ"-авеста; Камелия-ЛТ ООО;РОССИЯ
ЛИНЕКС капс N48 блист ;1.0;518.54;647.0;2015-02-12 00:00:00.00;ООО "РАФАРМ"-авеста; Lek d.d.;СЛОВЕНИЯ
МААЛОКС таб жев N20 Sanofi-Aventis ;1.0;155.0;193.39;2015-02-12 00:00:00.00;ООО "РАФАРМ"-авеста; Sanofi-Aventis S.p.A.;ИТАЛИЯ
Вильпрафен 500мг Таб. п/пл/об. Х10 (R) ;1.0;522.45;624.19;2015-02-12 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Теммлер Верке ГмбХ;ГЕРМАНИЯ
